time temp rho vol pzz tau tauvm dhug dray lgr_vel lgr_pos msst
100 294.633273733662 19.332616520159 67683.7855035779 -1244.556410658 -223.546434157243 544.66915078494 3.00646197687307 -48.5202519482011 0 0 -14448.8303354229
101 2242.52763044005 25.1982011954327 51928.4951979246 1121421.54405354 -219.037841462996 5395.03903716519 -11.3208446645527 -2433.88308115071 11.6388956294565 -39.09090161608 -14448.9660653157
102 2232.64902430878 25.1766518522542 51972.9421311519 1115787.62140574 -343.805189984618 4479.3930323882 -22.8987389648832 -4893.94562887098 11.6060613746223 -77.4034130989685 -14448.9673928999
103 2258.94225506037 25.2548377804615 51812.0401781276 1135531.29735812 -1087.42583606055 2963.10426509276 16.2304677829645 3360.06722083851 11.7249243724786 -115.71152721315 -14448.9600842708
104 2251.20908146543 25.2151489335343 51893.5927454765 1122734.76413829 -2273.01222363592 6592.94714546134 -17.093132020464 -3612.97221048386 11.6646790960493 -154.022829210891 -14448.9596211494
105 2230.96041093942 25.244344972961 51833.5758434173 1132319.44032123 -2177.45038303011 7167.10446902656 8.36220592794554 1686.02581774979 11.709015344098 -192.324773574418 -14448.9580351901
106 2306.3968862895 25.2582133762254 51805.115836301 1134594.51227689 -1171.86249802599 4775.06387113893 9.47974634864535 1928.82975230552 11.7300395871309 -230.631213451963 -14448.9735476083
107 2245.14823528928 25.2382745999627 51846.04298486 1130344.24198426 -2090.81529358192 6539.01866476011 3.09564097123507 601.079291512491 11.6998055005956 -268.935793649884 -14448.9683277631
108 2245.06254263012 25.2711467395023 51778.602817734 1140073.40002435 -1961.8686305281 4828.74826168027 26.604798048407 5514.47975190543 11.7496255325458 -307.235490402952 -14448.9627309779
109 2276.39942460993 25.2522922511759 51817.2630333167 1132934.97784562 -2003.5340123421 7175.98693685823 5.71771363871622 1136.70058695856 11.7210660959725 -345.538000752827 -14448.9651906703
110 2261.37889367099 25.2280811709504 51866.9914254154 1128483.43944856 -807.608876198181 2404.74741237584 1.43446656637158 236.159931768198 11.6843302723711 -383.838932539327 -14448.9660680916
111 2228.34481035836 25.2150442669421 51893.8081536056 1127181.86648378 -899.660609134822 3598.36392558778 4.26314438683022 849.51196715259 11.6645199677385 -422.143032889337 -14448.9658369761
112 2271.68334087361 25.2670101463134 51787.0797611676 1135789.88911103 -3089.77242971933 7726.42824226962 8.94403356479811 1836.28917411692 11.7433633654917 -460.448246050829 -14448.963018963
113 2214.13297041828 25.2165575918254 51890.6938430625 1127763.94893841 -1056.70171041705 2573.95844866424 5.90637060607116 1209.20819052216 11.6668206003937 -498.752138380648 -14448.9598213767
114 2254.81190906196 25.252329687388 51817.1862149765 1137078.8343168 145.291369502782 6373.97326061103 25.4158034424383 5275.07162535517 11.7211228439363 -537.070303548501 -14448.9585620989
115 2229.35909694637 25.2186917559286 51886.3025266071 1127576.25267924 -527.348828422255 4513.24616330689 3.60293251066547 707.9374488662 11.6700645948177 -575.389238913759 -14448.9549895162
116 2289.79029303778 25.2284669547106 51866.1982958518 1125519.5329783 -2038.72853708768 6517.35100001175 -12.5315764683153 -2784.38221823541 11.6849161804713 -613.687726032788 -14448.9702813147
117 2277.98366365096 25.2181207498497 51887.4773720465 1124158.33606729 -1207.10136520409 5450.32069777346 -12.3753248003191 -2626.08597196988 11.6691967019903 -651.993094639822 -14448.9681065884
118 2284.25296751905 25.2561817721568 51809.2830332692 1133422.22865861 -2156.91271208203 5285.31062562546 5.32386057935421 1054.11672497611 11.7269611563537 -690.300486800265 -14448.9704670579
119 2250.23565028808 25.2195720835714 51884.491356051 1127480.97582 -32.677463635453 4480.41593931989 2.44141942688664 483.328787735896 11.6714025596956 -728.602895122567 -14448.9640394991
120 2271.48179142081 25.2080870419943 51908.130418366 1122944.47618301 -66.6387909136247 436.991520689639 -11.1239690265655 -2365.15614863555 11.6539396901625 -766.909554880627 -14448.9623070102
121 2231.30373699109 25.2542786463883 51813.1873056092 1134807.32564475 -2528.51476340357 7627.03820003295 13.2241270735783 2718.00941871293 11.7240769557206 -805.214949007281 -14448.9565640905
122 2272.9726664858 25.2882972765187 51743.4865410401 1143567.53056816 -1722.79733896174 4267.40468674074 31.4087547613925 6501.03235120466 11.7755669573883 -843.525463051354 -14448.9602937707
123 2265.33950531245 25.2701162324569 51780.7143321613 1137511.79054318 -2141.44951566181 6423.78345846439 15.0238523596477 3103.64898379543 11.7480656948302 -881.834447645953 -14448.9576001933
124 2264.68441227612 25.2388306160352 51844.9008070137 1126879.90579185 -4003.78754589241 13001.4912084282 -13.7942518830719 -2944.81736931368 11.7006492609127 -920.127590524325 -14448.9634644742
125 2277.85580846112 25.2845264136651 51751.2034184741 1140296.30873613 -3148.02698754671 7648.46566358877 18.4087337978016 3780.85617308505 11.7698662734087 -958.425710844996 -14448.9611766598
126 2260.04124501084 25.1978667731135 51929.1843851464 1120431.60962429 -621.241648664 4461.57247362421 -15.9152975500194 -3374.60413017124 11.6383865066166 -996.734730119621 -14448.9605601635
127 2256.91705031169 25.2281910497463 51866.7655240594 1127208.80553113 -1845.84321008553 6449.2252343367 -4.64263864626497 -1054.60511660785 11.6844971523367 -1035.04771664673 -14448.9663837729
128 2297.6778857929 25.228791210946 51865.531678967 1125659.45829226 -1305.49996912433 3598.38330756466 -12.6969802463134 -2692.05858518439 11.6854086299404 -1073.35640250308 -14448.9675523044
129 2270.09369964695 25.1773964064147 51971.4051703925 1111859.51185857 -2305.55289926508 10892.3652420539 -42.2170732126785 -8931.80624491069 11.6071967726708 -1111.65825233972 -14448.964691406
130 2249.29521842487 25.2715142252127 51777.8498792092 1139195.22704322 -2088.92997863097 5324.47809013612 22.1763425808839 4582.54104683804 11.7501817503454 -1149.95488299357 -14448.9574735109
131 2250.94953123689 25.2043419828971 51915.8433360917 1122171.11069886 -1138.39345859492 2747.0374851901 -11.9010115201123 -2587.75873313611 11.6482419313357 -1188.25576335296 -14448.9625540567
132 2280.15891035175 25.2267285171655 51869.7725265087 1125314.53052501 -2029.40257133252 6666.811001 -12.7666903649168 -2734.15653211367 11.6822757913217 -1226.55907818244 -14448.9593502897
133 2229.78451411238 25.2012951909208 51922.1198696476 1120565.99676724 -2170.4302187307 5823.67032447008 -17.2275287970176 -3744.67887558858 11.643605271677 -1264.8580151733 -14448.9554256544
134 2255.71876688981 25.2612572434353 51798.8735542215 1135648.32921184 -2539.24366791942 6128.03181976213 12.3053092845995 2536.89872250077 11.7346509442182 -1303.16123266423 -14448.9600049535
135 2297.29348763296 25.2879945172437 51744.1060373967 1142886.83218969 -1398.27853398281 5842.87635504948 28.390371764845 5864.57087785192 11.7751093172371 -1341.46116286467 -14448.9628062565
136 2279.37821759024 25.2652984590081 51790.5882606675 1137491.66539139 -1369.14152485924 4452.85320391582 18.342643003431 3788.59987305361 11.7407715338781 -1379.76132063001 -14448.9651758212
137 2251.78098169937 25.2261654276341 51870.9303452026 1125814.8552142 -2433.72587640351 5892.38426195899 -9.81784721646003 -2151.15449515008 11.6814204766512 -1418.07038569702 -14448.9609826767
138 2257.23201730973 25.2446779301801 51832.8921997869 1133834.80525959 -293.746583262808 3222.90474076635 15.2141002867059 3152.57323185354 11.7095203717241 -1456.37284187336 -14448.9603136493
139 2274.13953249033 25.2218785678228 51879.7466356337 1124034.760617 -2591.1343099341 6328.07848872836 -15.5655938655545 -3301.69671610487 11.6749076240045 -1494.67515200764 -14448.9645208525
140 2306.4655782331 25.2259899968729 51871.2910746247 1124013.8321067 -2005.83052132674 5802.46380721161 -18.4964111029916 -3926.41868889588 11.6811539952337 -1532.98649255948 -14448.9676299997
141 2236.82251800942 25.2711190069887 51778.6596395475 1139261.35153836 -2462.48295889446 9869.35383128711 23.2914103211167 4706.48878965364 11.7495835566035 -1571.29607001878 -14448.954044836
142 2225.25822393673 25.1991920253003 51926.4533743626 1121255.34364165 -1168.5372035224 2886.13506511904 -12.8011251606271 -2745.88573100069 11.6404039844834 -1609.60369500559 -14448.9539115889
143 2256.95511174675 25.3068835779175 51705.4842309842 1149614.37670428 -1919.79387177958 5808.77221328871 47.5779070032757 9834.21509505156 11.8036403798286 -1647.90523987807 -14448.9629028428
144 2262.13256991883 25.2284834225276 51866.1644403462 1127763.98094819 -1444.77362755395 3607.79697724959 -2.43122628472845 -542.351797334151 11.6849411905275 -1686.21100584224 -14448.9617614313
145 2194.89524336577 25.1572406119474 52013.0442744959 1110800.776274 -2021.40129838814 4971.45446813454 -33.063463186364 -7017.18278037012 11.5764367436671 -1724.51462919958 -14448.9599588259
146 2275.91655179999 25.23336365855 51856.1333114223 1129063.61312459 -1242.36685490049 4755.61796888399 0.496935871712419 40.9789936083835 11.6923514800446 -1762.8233255976 -14448.9708541744
147 2284.6154129214 25.224977129325 51873.3738811672 1127713.09386601 -128.453181786695 8639.06671932236 -0.214570593937388 -78.428184956545 11.6796153648757 -1801.13882106071 -14448.9719066642
148 2282.07545191088 25.2135775830434 51896.8268371942 1121054.72784667 -2760.13098588877 7627.55717004113 -23.6453534058395 -5062.06895424635 11.6622899775229 -1839.4496991108 -14448.9729218315
149 2207.90673427567 25.2467998830066 51828.5357287641 1133207.83890003 -3122.43493655382 7700.90068213206 10.7446608139975 2214.52062736219 11.7127386248037 -1877.74639605593 -14448.9553865254
150 2240.30465898089 25.2102512180644 51903.6743606806 1124009.27877884 -1018.40231127886 3733.1278069014 -7.51852820960253 -1618.55106756301 11.6572315108344 -1916.04625601088 -14448.9620945844
151 2259.81061298258 25.1531017817319 52021.6027879195 1109280.13417307 254.458065470331 4494.61982069106 -36.956699336041 -7926.67980785249 11.5701143184659 -1954.35337841169 -14448.9675356379
152 2233.44038087596 25.1627292374927 52001.6989184019 1112338.86747645 -489.184134146431 1416.90858509241 -29.4815534204702 -6289.23910470796 11.5848178913892 -1992.66182614744 -14448.9677726204
153 2223.91396656658 25.194104293233 51936.939473765 1120327.25289323 -1570.77056344645 3873.74560584562 -13.7467751179282 -2925.18662863714 11.6326575949128 -2030.97427844133 -14448.9597611493
154 2273.6911105593 25.2684543606151 51784.1198792466 1139402.08085286 -659.762933361693 3475.88118612633 25.3075202266198 5237.12210111017 11.7455499171887 -2069.27835778654 -14448.9636887196
155 2208.83990952963 25.1859831088756 51953.6864658758 1118852.89704586 -1465.41796088032 4363.67652538043 -15.0299230394635 -3203.67571541853 11.6202861000369 -2107.58307700528 -14448.9591042833
156 2232.30608538567 25.1826651718179 51960.5316135373 1115820.53502449 -1962.65652981785 5211.9862392133 -26.9412143376052 -5747.24043483147 11.6152293884401 -2145.88811371979 -14448.9601487829
157 2287.25508181639 25.2489228678008 51824.1778718434 1132158.8898001 -1432.10710664233 6452.0277989559 4.2438734098377 854.386318510631 11.7159579016869 -2184.19198801985 -14448.9685342365
158 2283.15557948004 25.2673696871086 51786.3428594612 1137033.13539354 -1627.91374131991 4048.11797861394 14.858054208972 3026.91488746926 11.7439077364225 -2222.49180738158 -14448.9667577372
