time temp rho vol pzz tau tauvm dhug dray lgr_vel lgr_pos msst
100 294.633273733662 19.332616520159 67683.7855035779 -1244.556410658 -223.546434157243 544.66915078494 3.00646197687307 -48.5202519482011 0 0 -14448.8303354229
101 14992.9364536335 28.7888094947887 45451.850657813 2977528.28578066 -111802.541639655 277005.000397418 -3880.51409101955 -593228.8617774 24.6350747232396 -50.9376335039908 -14436.863788683
102 14333.6372474374 29.8710152710752 43805.1622249485 3712536.0369191 -26457.1961705689 64773.2274866174 -860.188546064112 -122790.70528585 26.4597603779495 -99.1135614729112 -14451.8759477005
103 14277.3317635221 30.2060801097785 43319.2478142759 3928790.59349195 -434.609070089879 74950.0591879343 241.979199911038 15393.1148325694 26.9981992452395 -147.207149104527 -14579.6752728836
104 14172.9501304908 30.0260393117106 43578.9967564263 3857422.47576744 15410.7364665363 66752.0768675991 -70.0271531105657 -14241.7454261477 26.7103729879412 -195.289331379593 -14483.5254078116
105 14309.4809150611 30.2867424349774 43203.8761706577 3978006.92292406 6108.30850357073 69846.2110222249 499.206327799392 46072.9510358237 27.126041877075 -243.356022584245 -14611.5706529034
106 14150.5049070162 30.0944224768723 43479.9727683413 3894520.78955172 15370.9666728072 52287.968672261 208.530384831201 6946.61486291653 26.8201008799484 -291.445052718003 -14611.6153274185
107 14345.8339574225 30.1846479256495 43350.0060360637 3909112.55645523 -2364.7892759114 9651.28888893774 38.6816467718609 656.92964106705 26.9641162426869 -339.554566729274 -14483.7447076067
108 14357.9418519953 30.2170593329349 43303.5079739599 3931254.57683977 1458.12069626478 14995.225305699 285.814158949939 15328.2147018299 27.0156404686421 -387.599061060184 -14627.6124678873
109 14225.8527137661 30.1445398398176 43407.6843344272 3910332.03825154 9489.31201544288 34145.6992363494 194.617062760714 11143.4492773078 26.9002032634546 -435.662454256296 -14563.6375982436
110 14466.386618271 30.1356497997659 43420.4896349549 3882220.87654671 -1768.89438451501 56500.5630104846 -59.1460228271455 -14910.3146208981 26.8860137861309 -483.723423982789 -14499.755515902
111 14204.5360824552 30.2148354994203 43306.6951431349 3924970.8328204 -9433.68026829301 26676.863011213 212.457906319968 9556.54572947416 27.0121087854429 -531.780202365666 -14595.5020021139
112 14352.9855372516 30.145626885273 43406.1190617537 3907315.65905587 9308.99076824705 31400.1492192942 153.270166502401 7875.58136741165 26.9019377327907 -579.928736492268 -14547.5690703013
113 14367.3745491002 30.0923588787009 43482.9544286577 3849267.11537437 -13141.2729077965 34784.9573496756 -242.595318719218 -37828.0028969822 26.8167969198925 -628.012419760335 -14483.6986382888
114 14097.975540146 30.1694694643875 43371.8157131647 3938298.76886306 17695.5765302016 75477.5770764204 340.534515794985 33347.2520643822 26.9399490692583 -676.083705125393 -14547.4478456702
115 14224.4273641254 30.10853665879 43459.590368081 3868762.39556131 -5636.58709295304 30236.422946696 -17.6966703318927 -22086.5718977279 26.8426864964021 -724.174410838799 -14595.5533825001
116 14333.7458602654 30.141679054774 43411.8042128817 3914908.99633426 14924.5355329481 62433.1262422023 216.354594148939 16382.3386343126 26.8956380506523 -772.328215221341 -14547.6356204719
117 14326.4041289498 30.1470229998271 43404.1089158578 3908965.07977887 11026.287147518 47358.6414824857 195.441767163144 9202.03663181886 26.9041651634977 -820.435622990988 -14579.6039180042
118 14374.3148334432 30.2980677567853 43187.7266985226 3970761.6645705 -3430.86419687863 9304.25263033198 379.051780995733 36232.9946135525 27.143937011059 -868.519382302789 -14563.7137420966
119 14256.7229028654 30.1520136573287 43396.9248171696 3900926.23902368 -835.094969611149 27573.2780640301 111.315326543263 8.9434753395617 26.9121258205088 -916.646276412886 -14563.5760965391
120 14564.3076493875 30.2200098918564 43299.27999547 3917960.66436284 -6515.39251960535 40514.4984184717 28.9180676615536 1355.00276974216 27.0203254664504 -964.742616922451 -14467.8322573055
121 14190.5186645375 30.2653044706147 43234.4789738964 3966729.7541778 2441.09297379013 6319.02653661872 497.918822222103 39712.6633985448 27.0921310928919 -1012.83749363204 -14659.5576570618
