time temp rho vol pzz tau tauvm dhug dray lgr_vel lgr_pos msst
100 294.633273733662 19.332616520159 67683.7855035779 -1244.556410658 -223.546434157243 544.66915078494 3.00646197687307 -48.5202519482011 0 0 -14448.8303354229
101 1190.92296911693 23.8619663971782 54836.4140655275 740402.870356536 6081.41680825548 15583.1961429718 -5.45290329796804 -1497.70052343933 8.54165750941497 -37.0515294064446 -14448.9268923254
102 1205.50686486954 23.7359118463475 55127.6343729225 723302.486270403 10507.6946087235 26288.1026353756 -6.48501339629643 -1753.79678233073 8.34803781549163 -73.563053711496 -14448.9262906008
103 1215.86613208531 23.6571179162205 55311.2460447343 712758.153467019 15387.0235937066 37863.0092751914 -6.05667759348825 -1677.96413054829 8.22596241486121 -110.277352521758 -14448.9280446608
104 1208.37560320677 23.7404861308326 55117.0124555269 724969.307487636 11399.4133586139 28814.16558093 -2.54684490340223 -701.351106041111 8.35509986557124 -146.964675823696 -14448.9299744487
105 1188.74412861604 23.6911759473644 55231.7315392246 719848.188953046 14303.9514715747 35670.2983249721 3.28646524364229 812.923620117828 8.27882814512905 -183.654206503191 -14448.9271403715
106 1205.67338374773 23.7280098642046 55145.9931642787 727850.630286112 14832.6477863558 36424.4093136164 14.6914422562701 3856.22636032081 8.33583185501109 -220.391573277975 -14448.928549177
107 1199.57707886147 23.7246690745707 55153.7585481388 725468.768896915 13875.0839497205 34643.5813710213 7.38882778751444 1923.51758001081 8.33066898962019 -257.079299804412 -14448.9282950028
108 1199.15389596245 23.6763952960869 55266.2114908018 716112.896149202 14211.5786709459 35920.2565253623 -3.36616945346056 -928.036323386244 8.25590392761623 -293.820799905097 -14448.9310410362
109 1211.0145525601 23.7393170266904 55119.7268355361 728157.718977251 14077.671792808 35015.3224116422 10.3265728340788 2644.06110428832 8.35329519256861 -330.558222885637 -14448.929914524
110 1210.1952206582 23.6374513956896 55357.26537811 708375.224054128 15307.8655583053 37920.3198100737 -12.5327787724535 -3399.1186695256 8.19536616516126 -367.256603926109 -14448.9304954025
111 1189.83583075242 23.6590940077406 55306.6262531125 715274.483537182 16142.7962899524 40296.4337010127 2.23181740643331 571.155522608547 8.22903391302631 -404.018299599261 -14448.9300197792
112 1199.72231414112 23.6320365345476 55369.9495115652 709760.110793904 16898.7532944644 41312.9275675786 -4.53192675216421 -1280.57706663699 8.18693303747441 -440.729294550559 -14448.9334439584
113 1224.26817862151 23.706931523715 55195.0246477244 721685.666261042 14459.351005876 36130.8338806739 2.15385896694192 527.26105781144 8.3032329579689 -477.479035172275 -14448.9331476038
114 1183.28480183417 23.7076184735762 55193.42532156 722397.467509298 13338.3498355143 32976.05062245 4.4698998231947 1146.55670271709 8.30429628025302 -514.20380966098 -14448.9307505635
115 1208.29658531633 23.6808126040429 55255.9023903584 716878.768652331 14525.0700450692 35816.1668881474 -2.54512901984019 -758.445915631717 8.26275799933375 -550.915507076571 -14448.9338231447
116 1204.40222695677 23.6802680501784 55257.1730607376 716630.65904992 14431.7347402248 35865.2089879785 -3.38909017969829 -933.059484086465 8.26191318596169 -587.641988130672 -14448.9314235905
117 1206.74261328862 23.7157017552183 55174.6131436085 724610.151621224 14798.9069320117 36891.1071552885 8.85447589194142 2271.13764317567 8.31680367772671 -624.357048361298 -14448.9335519548
118 1205.09989590882 23.6691805685755 55283.057475619 714908.989487878 15077.8850253137 38007.7361154257 -4.15250750325378 -1157.56513471634 8.24470376629053 -661.121506564303 -14448.9331076246
119 1192.86446278762 23.7042432095807 55201.2843525203 721925.919763379 14165.567661003 35846.2147451629 4.43817000866298 1129.57814780832 8.29907115298537 -697.846962635219 -14448.9305672915
120 1206.75752497681 23.7091128418147 55189.9465198721 724355.529783952 15386.1283454812 38121.575392361 11.1002700802296 2903.40383049496 8.30660918392401 -734.572480607869 -14448.9315948073
121 1196.55856051478 23.6945456219447 55223.8768639434 721502.859175942 15297.5428014127 37862.5213666963 7.67216878309092 2013.27658605645 8.28405037649546 -771.313976737219 -14448.9328763242
122 1222.22290979628 23.6912409145089 55231.5800803838 719150.803454321 15401.4698887076 37699.9335599235 0.507106950218192 106.777687305002 8.27892884351322 -808.04357633024 -14448.9361498873
123 1197.76839286691 23.6573827139933 55310.6269443486 713094.283147704 15156.2176871317 37903.4399650441 -5.00746724624939 -1377.6434399205 8.22637402773351 -844.7855565445 -14448.9322129384
124 1207.23144201821 23.7393573592919 55119.6331884358 730223.647649613 15098.7074898876 37531.1487487688 17.9653358315854 4704.57319452835 8.35335745444536 -881.512495149154 -14448.9303637218
125 1233.43335509314 23.690100431971 55234.2390244775 720132.076780569 16381.7431076074 41315.5153374106 4.80944982526869 1241.8453008756 8.27716102743551 -918.240075384696 -14448.9341615914
126 1192.06514334953 23.6844646808116 55247.3820881194 716245.346994763 13073.6682942478 31855.3329468951 -6.97869373390635 -1884.68493395403 8.26842277706302 -954.978054269285 -14448.930147777
127 1191.96120382239 23.6505308735243 55326.6510917173 711455.325272999 14822.5239277641 36287.0776504304 -7.69366442213337 -2089.7588396637 8.21572027031986 -991.7038608643 -14448.9295275102
128 1204.8961022545 23.6741892952967 55271.3612893736 715134.774930477 14519.7404991448 35654.9948261625 -5.91777317109887 -1608.29133157153 8.25248005092246 -1028.42310490771 -14448.9310317042
129 1215.70529601023 23.6805805419561 55256.4438804624 716911.536028601 15028.2523559842 37025.6829505508 -2.45516067348962 -694.358556054533 8.26239798615634 -1065.13570065451 -14448.9344079112
130 1209.72365738486 23.7028959233136 55204.422025342 723054.942651175 15370.9417656037 37775.9156312196 9.35564985999159 2440.08516557387 8.29698505103454 -1101.87044700198 -14448.9307422345
131 1201.05238525367 23.654715191843 55316.8642767928 713650.036346304 16069.4953331139 40166.4702910541 -1.62195435159025 -461.120678564068 8.22222709715182 -1138.62185829624 -14448.9324380264
132 1207.15222794461 23.6828385677094 55251.1754886283 719853.858032766 16319.2597774264 40568.9834914575 7.40297852901362 1943.23776042263 8.26590071034307 -1175.35453566363 -14448.9312221276
133 1209.10370047871 23.6356362203342 55361.5167188786 709125.862290439 16344.8154869955 40356.3288683582 -8.79951818861027 -2402.58134671522 8.19253963391505 -1212.09358724612 -14448.9351950053
134 1197.73319679906 23.6660280129909 55290.4217410328 714100.930680269 14321.045898935 34933.8566070202 -5.62933991450922 -1539.67216933647 8.23980758707785 -1248.83840779349 -14448.9335344078
135 1217.5902405083 23.6787135197929 55260.800747456 716579.827480512 15064.0519875647 37190.3519405498 -2.79834528370052 -774.064342652564 8.25950129512089 -1285.5708725346 -14448.9359979585
136 1209.25128049056 23.6450634922056 55339.4441171495 707060.740317998 13454.9561704939 33302.1170646832 -21.2428100294818 -5744.39058024681 8.2072147451019 -1322.28449145622 -14448.9354803731
137 1223.6317036847 23.6821320079893 55252.8239151751 719033.253997759 16311.6898991642 40313.7595685572 4.6754711178823 1217.97931262723 8.26480474335402 -1359.02594047031 -14448.9362959577
138 1198.74000110591 23.6891111968877 55236.5455545364 718081.525599335 14103.2191155728 34917.1401850251 -2.43313966740139 -675.295348169049 8.27562751609484 -1395.76598256528 -14448.932810745
139 1206.27575431173 23.7062809224696 55196.5394341176 722614.105560793 14641.3616855835 35890.8303576458 5.92580970636072 1543.31614999054 8.30222584249529 -1432.48391814336 -14448.9349197638
140 1198.92378970675 23.6283358997537 55378.6214706303 707984.951432943 16046.2790217695 39878.6066454588 -9.36692101229805 -2554.14718120778 8.18116742972908 -1469.23136858581 -14448.9350793235
141 1203.46282683672 23.6461778151532 55336.8362532924 708499.005521389 13973.8836299645 34065.9094288957 -16.5075156515897 -4456.96516483848 8.20894860015593 -1505.96686825538 -14448.9356531126
142 1213.44990815611 23.6566327936263 55312.3803031642 713481.280833785 15799.8968373233 39430.9758772464 -3.21240014707494 -889.230846279766 8.22520829585085 -1542.69737911402 -14448.9379811661
143 1222.76123423593 23.7200044289348 55164.6047830071 725396.095303778 14706.2945459249 36008.3790469679 9.48653806814113 2478.19413150451 8.32345780062651 -1579.44221678696 -14448.9375206468
144 1194.67159242529 23.6849866799068 55246.1644778308 719665.629818024 15493.7032651791 37989.9593947387 5.69241297758093 1465.17087016918 8.26923231309264 -1616.18374354494 -14448.9342036273
145 1226.27474843656 23.7061317764642 55196.8867005316 720115.127329966 13822.5595297434 34436.336856735 -3.35999837491636 -935.576065947535 8.30199496018701 -1652.91355747678 -14448.9357440959
146 1189.70507978029 23.6255372624798 55385.1815192974 704027.608008119 13693.6395082802 34009.8105583153 -22.6508813804265 -6132.0550203179 8.17680593919157 -1689.61123373466 -14448.9324022985
147 1192.68611678474 23.6888960385821 55237.0472495723 717437.744023347 13563.3306362854 34299.4781664664 -4.74590419505028 -1290.05870196247 8.27529396092425 -1726.32638976829 -14448.9336709155
148 1197.85313214878 23.6575827346612 55310.1593028036 713490.198384014 15620.6252634141 38673.7245670695 -2.98535940783566 -1008.77675957838 8.22668494222164 -1763.05652914835 -14448.9369675729
149 1213.57062692853 23.7256763570468 55151.4169746618 727056.812252685 15122.3240850584 37082.8392314479 12.8879637428376 3376.12347962614 8.33222579980269 -1799.78989211036 -14448.9360331451
150 1216.60552729956 23.6744654151345 55270.7166488696 717397.217291776 16101.2358108357 39070.9172784841 2.42522651160143 616.86479000072 8.25290864430661 -1836.53899499591 -14448.9355666788
151 1195.6334255831 23.7099007969738 55188.1123830081 725004.005901466 15727.6361777278 38372.4424046938 13.1209433377066 3445.7928089354 8.30782862161157 -1873.27851866401 -14448.9344576967
152 1209.15279999068 23.6906807650599 55232.8859921665 720543.360498853 15734.8599453929 38706.5929688352 6.13255148888002 1574.86914130661 8.27806059966746 -1910.01996741747 -14448.9379524037
153 1224.81504468177 23.6624820103896 55298.7074305576 715214.552762247 16436.2757824999 40474.0550593261 0.319958062525214 53.1971892198781 8.23429879312014 -1946.76023051919 -14448.9391098123
154 1211.52653116161 23.69070012697 55232.8408514924 720960.008928805 15924.7837283493 39109.2450677372 7.61950830644331 1988.90661835461 8.2780906117349 -1983.50934666613 -14448.9359533452
155 1205.67909608011 23.6526368991954 55321.7248186765 713539.106117644 16103.9995244124 38889.0211282173 -0.821329245581419 -290.91540806077 8.21899553462705 -2020.25561839516 -14448.9342646287
156 1226.41506911235 23.6640714371291 55294.9932242139 713631.436052622 15006.3427868753 36223.0457044829 -6.40858865789893 -1744.75055764779 8.23676820709019 -2057.02470527311 -14448.9353695795
157 1201.87141112321 23.621334217592 55395.0364412039 707949.583654629 17041.3624093275 41118.9928155216 -5.94762315605658 -1640.06712914875 8.1702538309947 -2093.78209284535 -14448.9330918582
158 1189.45885876441 23.6405806980303 55349.9377399976 712330.463753357 16184.9866088642 39119.969072343 0.602921461392859 132.287793062045 8.20023799247713 -2130.56075785348 -14448.93278795
159 1207.11595702168 23.6513254347629 55324.7924046621 714059.316976642 16581.4974556588 40156.2567548101 1.68261391269344 406.725732975639 8.21695603035988 -2167.34924029959 -14448.933293685
160 1197.01781765384 23.629744168925 55375.3210537993 708695.037411337 15702.6811814066 38003.7400550584 -7.45689131898329 -2034.95850509731 8.18336173308094 -2204.12981462753 -14448.9332370511
161 1206.84844456161 23.6795252471393 55258.9064230265 719943.289369355 16454.2006544123 39690.696522004 9.55185119832636 2479.82913657837 8.26076074889837 -2240.89559647237 -14448.9349837892
162 1228.5316984655 23.7203945053339 55163.6976138457 728996.638184101 17106.1279613799 41263.8197303178 22.89241461593 6026.26601968205 8.32406093787655 -2277.68307380777 -14448.9356311984
163 1197.63985971118 23.6365234430133 55359.4386639861 709664.023651213 15416.8818492859 37198.2276261114 -7.17306597554062 -1984.61543193902 8.19392124207228 -2314.47258546666 -14448.9368921696
164 1235.7039864872 23.6846631226347 55246.9191982244 720800.766425131 17237.3457716453 41594.7762120509 10.0504581554347 2643.96077759378 8.26873053238615 -2351.2673187909 -14448.9362452159
165 1213.78798933828 23.6679854209717 55285.8490699392 719043.532400551 17751.7015478957 42818.7494798498 12.0208945891237 3138.44460232311 8.24284775685676 -2388.05714006508 -14448.9349493429
166 1220.89947388381 23.6604365731271 55303.4879863346 712325.09517135 14550.1852530027 35326.7174519236 -9.46386416907565 -2559.75132783584 8.23112040987275 -2424.82763230732 -14448.9344643519
167 1231.32655514476 23.6771414653577 55264.4698131256 718207.705975432 16585.5957087009 40064.6134020369 4.10030729933409 1066.03423660586 8.25706189321828 -2461.59509446488 -14448.9371263125
168 1216.63724275194 23.6516634864847 55324.0016509235 715855.432821123 18328.1024565243 44286.4080498845 8.50649129052828 2157.10409543337 8.21748176806758 -2498.39693509793 -14448.935276529
