#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
1520000      4.58e-02      2.29e-03      3.55e-03    1.4e-04
1522000      2.53e-01      2.02e-03      2.11e-02    1.4e-04
1524000      3.51e-01      1.55e-02      2.77e-02    1.4e-04
1526000      7.66e-02      6.55e-03      4.95e-03    1.4e-04
1528000      4.13e-01      1.30e-02      3.40e-02    1.4e-04
1530000      1.94e-02      1.15e-03      1.54e-03    1.4e-04
1532000      8.14e-02      7.28e-03      5.09e-03    1.4e-04
1534000      1.68e-01      4.26e-03      1.39e-02    1.4e-04
1536000      1.53e-01      3.27e-03      1.26e-02    1.4e-04
1538000      3.48e-01      5.23e-03      2.89e-02    1.4e-04
1540000      3.23e-01      6.41e-03      2.69e-02    1.4e-04
1542000      4.05e-01      7.26e-03      3.35e-02    1.4e-04
1544000      6.15e-02      7.11e-03      4.08e-03    1.4e-04
1546000      2.44e-02      1.49e-03      1.93e-03    1.4e-04
1548000      1.69e-01      9.66e-03      1.37e-02    1.4e-04
1550000      2.75e-01      2.50e-03      2.30e-02    1.4e-04
1552000      6.73e-02      5.20e-03      5.14e-03    1.4e-04
1554000      1.47e-01      1.97e-02      1.76e-03    1.4e-04
1556000      3.27e-01      4.51e-03      2.72e-02    1.4e-04
1558000      4.08e-01      5.61e-03      3.40e-02    1.4e-04
1560000      6.59e-02      4.84e-04      5.64e-03    1.4e-04
1562000      3.69e-01      7.95e-03      3.15e-02    1.4e-04
1564000      7.03e-02      9.59e-03      4.20e-03    1.4e-04
1566000      1.59e-01      5.36e-03      1.34e-02    1.4e-04
1568000      2.35e-02      1.70e-03      1.70e-03    1.4e-04
1570000      4.33e-02      8.06e-04      3.67e-03    1.4e-04
1572000      6.15e-02      2.39e-03      5.16e-03    1.4e-04
1574000      1.80e-01      2.25e-03      1.54e-02    1.4e-04
1576000      9.44e-02      1.31e-02      5.53e-03    1.4e-04
1578000      2.04e-01      2.72e-03      1.74e-02    1.4e-04
1580000      6.78e-02      9.54e-03      3.91e-03    1.4e-04
1582000      7.03e-02      5.63e-03      4.84e-03    1.4e-04
1584000      4.21e-02      3.33e-03      3.28e-03    1.4e-04
1586000      2.56e-01      1.02e-03      2.19e-02    1.4e-04
1588000      4.28e-02      2.79e-03      3.21e-03    1.4e-04
1590000      1.59e-01      1.16e-03      1.36e-02    1.4e-04
1592000      7.71e-02      1.24e-02      3.54e-03    1.4e-04
1594000      3.23e-01      1.49e-02      2.71e-02    1.4e-04
1596000      5.78e-02      3.69e-03      4.67e-03    1.4e-04
1598000      3.96e-02      5.54e-03      2.29e-03    1.4e-04
1600000      2.96e-02      1.01e-03      2.52e-03    1.3e-04
1602000      7.45e-02      1.30e-03      6.52e-03    1.3e-04
1604000      5.78e-02      4.10e-03      4.71e-03    1.3e-04
1606000      1.07e-01      6.30e-03      8.47e-03    1.3e-04
1608000      1.41e-01      1.62e-03      1.24e-02    1.3e-04
1610000      2.67e-01      1.61e-03      2.35e-02    1.3e-04
1612000      6.63e-02      8.76e-03      8.88e-04    1.3e-04
1614000      3.61e-01      8.74e-03      3.15e-02    1.3e-04
1616000      6.40e-02      4.21e-03      4.90e-03    1.3e-04
1618000      1.30e-01      1.65e-02      3.56e-03    1.3e-04
1620000      6.53e-02      2.33e-03      5.54e-03    1.3e-04
1622000      3.84e-01      2.05e-03      3.37e-02    1.3e-04
1624000      3.57e-02      4.67e-03      2.27e-03    1.3e-04
1626000      2.40e-01      2.14e-02      1.58e-02    1.3e-04
1628000      4.95e-02      4.08e-03      3.92e-03    1.3e-04
1630000      1.60e-01      7.81e-03      1.31e-02    1.3e-04
1632000      2.56e-02      4.28e-04      2.23e-03    1.3e-04
1634000      9.57e-02      1.26e-02      1.53e-03    1.3e-04
1636000      3.77e-02      4.08e-03      1.95e-03    1.3e-04
1638000      4.47e-01      1.32e-02      3.88e-02    1.3e-04
1640000      3.32e-01      4.85e-02      1.89e-02    1.2e-04
1642000      5.71e-02      7.43e-03      1.10e-03    1.2e-04
1644000      1.77e-01      8.11e-03      1.56e-02    1.2e-04
1646000      3.21e-01      4.22e-03      2.89e-02    1.2e-04
1648000      2.37e-01      3.09e-02      4.58e-03    1.2e-04
1650000      2.25e-01      3.58e-03      2.02e-02    1.2e-04
1652000      2.26e-02      1.73e-03      1.86e-03    1.2e-04
1654000      3.59e-01      5.66e-03      3.23e-02    1.2e-04
1656000      5.53e-02      6.23e-03      4.00e-03    1.2e-04
1658000      1.65e-01      3.99e-03      1.48e-02    1.2e-04
1660000      5.01e-02      2.62e-03      4.34e-03    1.2e-04
1662000      4.18e-02      5.10e-03      1.52e-03    1.2e-04
1664000      4.44e-02      2.95e-03      3.47e-03    1.2e-04
1666000      3.16e-01      2.60e-02      2.56e-02    1.2e-04
1668000      1.45e-01      2.10e-03      1.30e-02    1.2e-04
1670000      3.55e-02      2.27e-03      2.81e-03    1.2e-04
1672000      2.50e-02      8.65e-04      2.22e-03    1.2e-04
1674000      3.25e-01      3.31e-03      2.92e-02    1.2e-04
1676000      3.75e-01      8.56e-03      3.36e-02    1.2e-04
1678000      7.48e-02      9.61e-03      1.82e-03    1.2e-04
1680000      2.82e-01      3.80e-03      2.60e-02    1.2e-04
1682000      4.44e-02      4.96e-04      4.10e-03    1.2e-04
1684000      2.04e-01      2.78e-03      1.88e-02    1.2e-04
1686000      5.89e-02      2.97e-03      5.25e-03    1.2e-04
1688000      5.16e-02      2.65e-03      4.41e-03    1.2e-04
1690000      1.90e-01      3.72e-05      1.76e-02    1.2e-04
1692000      7.87e-02      9.60e-03      2.89e-03    1.2e-04
1694000      5.42e-02      4.22e-03      4.06e-03    1.2e-04
1696000      4.75e-01      5.57e-03      4.39e-02    1.2e-04
1698000      4.53e-01      2.25e-03      4.19e-02    1.2e-04
1700000      1.58e-01      9.67e-03      1.40e-02    1.2e-04
1702000      1.95e-01      1.41e-02      1.51e-02    1.2e-04
1704000      7.01e-02      3.41e-03      6.26e-03    1.2e-04
1706000      1.58e-01      1.15e-03      1.46e-02    1.2e-04
1708000      2.28e-02      1.01e-03      1.99e-03    1.2e-04
1710000      4.10e-01      1.63e-02      3.73e-02    1.2e-04
1712000      1.13e-01      6.84e-04      1.04e-02    1.2e-04
1714000      1.11e-01      1.09e-03      1.03e-02    1.2e-04
1716000      4.02e-01      7.17e-03      3.71e-02    1.2e-04
1718000      2.87e-02      2.29e-03      2.41e-03    1.2e-04
1720000      3.45e-02      3.64e-03      2.71e-03    1.1e-04
1722000      4.92e-02      6.31e-03      1.18e-03    1.1e-04
1724000      4.19e-02      4.50e-03      3.26e-03    1.1e-04
1726000      1.29e-01      1.26e-03      1.22e-02    1.1e-04
1728000      5.21e-02      5.81e-03      2.66e-03    1.1e-04
1730000      1.90e-01      1.58e-03      1.80e-02    1.1e-04
1732000      1.63e-01      1.31e-02      1.22e-02    1.1e-04
1734000      2.64e-01      2.34e-04      2.50e-02    1.1e-04
1736000      1.89e-01      1.13e-03      1.79e-02    1.1e-04
1738000      1.05e-01      1.61e-02      5.76e-03    1.1e-04
1740000      5.86e-02      3.89e-03      5.20e-03    1.1e-04
1742000      1.03e-01      5.12e-03      9.39e-03    1.1e-04
1744000      2.83e-02      1.23e-03      2.54e-03    1.1e-04
1746000      6.67e-02      4.67e-04      6.32e-03    1.1e-04
1748000      3.01e-01      8.85e-03      2.79e-02    1.1e-04
1750000      8.34e-02      9.16e-03      4.42e-03    1.1e-04
1752000      1.61e-01      1.56e-03      1.53e-02    1.1e-04
1754000      6.19e-02      7.49e-03      4.49e-03    1.1e-04
1756000      3.01e-01      2.25e-03      2.85e-02    1.1e-04
1758000      1.75e-01      8.42e-04      1.66e-02    1.1e-04
1760000      6.27e-02      6.13e-03      5.20e-03    1.0e-04
1762000      3.57e-01      1.35e-02      3.40e-02    1.0e-04
1764000      3.73e-01      1.07e-03      3.63e-02    1.0e-04
1766000      2.12e-01      4.65e-03      2.06e-02    1.0e-04
1768000      6.33e-02      4.10e-03      5.78e-03    1.0e-04
1770000      1.28e-01      6.72e-03      1.19e-02    1.0e-04
1772000      4.79e-02      2.87e-03      4.41e-03    1.0e-04
1774000      5.22e-02      3.10e-03      4.54e-03    1.0e-04
1776000      5.61e-02      2.40e-03      5.31e-03    1.0e-04
1778000      1.60e-01      2.12e-02      1.22e-02    1.0e-04
1780000      1.28e-01      2.11e-02      5.97e-03    1.0e-04
1782000      1.03e-01      7.85e-03      8.17e-03    1.0e-04
1784000      3.09e-01      2.16e-03      3.00e-02    1.0e-04
1786000      2.20e-01      5.19e-03      2.10e-02    1.0e-04
1788000      5.47e-02      5.65e-03      3.32e-03    1.0e-04
1790000      7.57e-02      2.25e-03      7.27e-03    1.0e-04
1792000      1.15e-01      2.09e-03      1.11e-02    1.0e-04
1794000      3.67e-02      2.23e-03      3.38e-03    1.0e-04
1796000      3.64e-02      1.55e-03      3.36e-03    1.0e-04
1798000      6.36e-02      4.16e-03      5.80e-03    1.0e-04
1800000      3.15e-01      2.09e-04      3.14e-02    9.9e-05
1802000      5.58e-02      6.32e-03      2.85e-03    9.9e-05
1804000      3.06e-02      1.69e-03      2.77e-03    9.9e-05
1806000      2.99e-02      3.42e-03      1.48e-03    9.9e-05
1808000      6.89e-02      4.38e-03      6.02e-03    9.9e-05
1810000      1.42e-01      2.52e-03      1.41e-02    9.9e-05
1812000      1.52e-01      2.00e-03      1.51e-02    9.9e-05
1814000      4.85e-02      4.71e-03      3.27e-03    9.9e-05
1816000      2.64e-01      7.91e-03      2.60e-02    9.9e-05
1818000      4.57e-02      2.32e-04      4.56e-03    9.9e-05
1820000      3.09e-01      2.82e-03      3.08e-02    9.9e-05
1822000      1.49e-01      4.73e-03      1.47e-02    9.9e-05
1824000      3.40e-02      9.35e-04      3.36e-03    9.9e-05
1826000      7.26e-02      7.88e-04      7.23e-03    9.9e-05
1828000      4.41e-02      5.24e-03      3.38e-03    9.9e-05
1830000      4.59e-02      5.11e-04      4.56e-03    9.9e-05
1832000      2.80e-02      7.56e-04      2.77e-03    9.9e-05
1834000      5.59e-02      1.65e-03      5.44e-03    9.9e-05
1836000      2.08e-01      3.66e-04      2.08e-02    9.9e-05
1838000      3.56e-01      5.77e-03      3.54e-02    9.9e-05
1840000      7.86e-02      1.03e-02      6.16e-04    9.4e-05
1842000      1.51e-01      1.98e-03      1.54e-02    9.4e-05
1844000      5.53e-02      7.17e-03      4.06e-03    9.4e-05
1846000      5.01e-02      4.39e-03      3.82e-03    9.4e-05
1848000      4.01e-02      2.20e-03      3.73e-03    9.4e-05
1850000      2.64e-02      1.15e-03      2.55e-03    9.4e-05
1852000      5.89e-02      3.50e-03      5.72e-03    9.4e-05
1854000      6.78e-02      8.88e-03      4.92e-03    9.4e-05
1856000      5.02e-02      2.11e-03      4.87e-03    9.4e-05
1858000      4.98e-02      5.16e-03      3.13e-03    9.4e-05
1860000      1.27e-01      1.78e-03      1.30e-02    9.4e-05
1862000      7.51e-02      1.09e-02      4.80e-03    9.4e-05
1864000      2.92e-01      1.20e-03      2.99e-02    9.4e-05
1866000      3.81e-02      1.93e-03      3.60e-03    9.4e-05
1868000      1.55e-02      1.57e-03      1.01e-03    9.4e-05
1870000      2.56e-01      8.56e-03      2.58e-02    9.4e-05
1872000      5.31e-02      2.60e-03      5.25e-03    9.4e-05
1874000      3.04e-02      3.91e-03      6.50e-04    9.4e-05
1876000      5.87e-02      4.30e-03      4.99e-03    9.4e-05
1878000      4.43e-02      2.92e-03      3.92e-03    9.4e-05
1880000      3.60e-02      1.88e-03      3.46e-03    9.0e-05
1882000      1.37e-01      2.99e-03      1.43e-02    9.0e-05
1884000      5.12e-02      7.01e-03      3.62e-03    9.0e-05
1886000      4.39e-02      5.49e-03      1.38e-03    9.0e-05
1888000      1.20e-01      1.52e-02      3.26e-03    9.0e-05
1890000      6.92e-02      1.22e-02      2.20e-03    9.0e-05
1892000      1.26e-01      1.63e-03      1.32e-02    9.0e-05
1894000      3.45e-01      1.92e-03      3.62e-02    9.0e-05
1896000      1.71e-01      6.08e-04      1.79e-02    9.0e-05
1898000      3.17e-02      2.93e-03      2.35e-03    9.0e-05
1900000      3.19e-01      4.02e-03      3.35e-02    9.0e-05
1902000      4.73e-02      2.20e-03      4.64e-03    9.0e-05
1904000      3.12e-02      3.95e-06      3.28e-03    9.0e-05
1906000      5.02e-02      6.89e-03      3.53e-03    9.0e-05
1908000      3.28e-01      3.23e-03      3.44e-02    9.0e-05
1910000      2.16e-02      2.05e-03      1.56e-03    9.0e-05
1912000      4.35e-02      4.63e-03      3.74e-03    9.0e-05
1914000      3.39e-01      2.45e-03      3.56e-02    9.0e-05
1916000      1.72e-01      2.63e-03      1.80e-02    9.0e-05
1918000      8.86e-02      1.37e-03      9.24e-03    9.0e-05
1920000      3.36e-01      3.40e-04      3.62e-02    8.5e-05
1922000      4.00e-02      5.20e-03      3.28e-04    8.5e-05
1924000      6.58e-02      1.02e-02      3.90e-03    8.5e-05
1926000      1.20e-01      1.54e-02      2.46e-03    8.5e-05
1928000      1.66e-01      3.45e-03      1.77e-02    8.5e-05
1930000      2.71e-01      3.73e-03      2.92e-02    8.5e-05
1932000      2.21e-01      5.64e-03      2.36e-02    8.5e-05
1934000      4.57e-02      4.69e-03      3.05e-03    8.5e-05
1936000      6.05e-02      4.17e-03      5.54e-03    8.5e-05
1938000      2.55e-01      1.93e-03      2.74e-02    8.5e-05
1940000      4.62e-02      3.09e-03      4.27e-03    8.5e-05
1942000      5.14e-02      4.81e-03      3.85e-03    8.5e-05
1944000      2.46e-02      3.79e-06      2.64e-03    8.5e-05
1946000      2.63e-01      2.89e-03      2.82e-02    8.5e-05
1948000      1.73e-02      7.61e-04      1.81e-03    8.5e-05
1950000      1.45e-01      6.76e-03      1.46e-02    8.5e-05
1952000      2.95e-02      2.08e-03      2.94e-03    8.5e-05
1954000      1.62e-01      3.86e-03      1.73e-02    8.5e-05
1956000      2.62e-01      6.08e-03      2.80e-02    8.5e-05
1958000      2.67e-02      1.53e-03      2.58e-03    8.5e-05
1960000      2.19e-01      7.55e-03      2.33e-02    8.1e-05
1962000      3.90e-02      3.19e-03      3.36e-03    8.1e-05
1964000      1.92e-01      2.85e-03      2.11e-02    8.1e-05
1966000      2.90e-01      3.77e-02      2.24e-03    8.1e-05
1968000      1.30e-01      1.20e-03      1.44e-02    8.1e-05
1970000      1.75e-02      1.02e-03      1.73e-03    8.1e-05
1972000      1.34e-02      1.13e-03      1.12e-03    8.1e-05
1974000      1.41e-01      5.99e-03      1.51e-02    8.1e-05
1976000      1.53e-01      5.29e-03      1.66e-02    8.1e-05
1978000      9.49e-03      1.39e-03      6.34e-04    8.1e-05
1980000      1.11e-01      2.86e-04      1.22e-02    8.1e-05
1982000      2.42e-01      2.00e-03      2.67e-02    8.1e-05
1984000      3.67e-02      3.60e-03      3.44e-03    8.1e-05
1986000      5.26e-02      2.76e-03      5.57e-03    8.1e-05
1988000      3.20e-01      5.65e-03      3.52e-02    8.1e-05
1990000      2.75e-02      3.31e-03      1.17e-03    8.1e-05
1992000      7.52e-02      5.30e-03      6.98e-03    8.1e-05
1994000      1.38e-01      4.43e-03      1.50e-02    8.1e-05
1996000      4.43e-02      2.61e-03      4.37e-03    8.1e-05
1998000      1.27e-01      1.07e-03      1.40e-02    8.1e-05
2000000      1.81e-01      3.30e-03      2.05e-02    7.7e-05
2002000      1.15e-01      1.49e-02      1.31e-03    7.7e-05
2004000      1.66e-01      2.61e-03      1.87e-02    7.7e-05
2006000      1.53e-02      1.73e-03      1.36e-03    7.7e-05
2008000      3.01e-02      1.41e-03      3.29e-03    7.7e-05
2010000      6.03e-02      6.78e-03      3.43e-03    7.7e-05
2012000      5.41e-02      6.80e-03      4.48e-03    7.7e-05
2014000      1.60e-01      1.14e-03      1.81e-02    7.7e-05
2016000      3.01e-01      1.26e-02      3.34e-02    7.7e-05
2018000      2.71e-01      3.49e-03      3.07e-02    7.7e-05
2020000      3.00e-02      1.55e-03      3.12e-03    7.7e-05
2022000      3.89e-02      5.41e-03      2.89e-03    7.7e-05
2024000      3.14e-02      2.26e-03      2.96e-03    7.7e-05
2026000      1.41e-01      3.68e-03      1.57e-02    7.7e-05
2028000      2.51e-02      8.29e-04      2.75e-03    7.7e-05
2030000      3.97e-02      5.83e-03      2.71e-03    7.7e-05
2032000      2.51e-02      9.76e-04      2.72e-03    7.7e-05
2034000      3.34e-01      3.28e-03      3.78e-02    7.7e-05
2036000      1.84e-01      5.01e-04      2.08e-02    7.7e-05
2038000      2.85e-02      1.36e-04      3.23e-03    7.7e-05
2040000      3.17e-02      6.94e-04      3.65e-03    7.3e-05
2042000      3.29e-01      6.18e-03      3.81e-02    7.3e-05
2044000      1.51e-02      1.10e-03      1.45e-03    7.3e-05
2046000      2.46e-01      4.74e-03      2.85e-02    7.3e-05
2048000      3.74e-01      1.13e-02      4.30e-02    7.3e-05
2050000      2.37e-01      2.03e-03      2.75e-02    7.3e-05
2052000      1.14e-01      1.27e-02      6.84e-03    7.3e-05
2054000      1.13e-01      1.67e-03      1.30e-02    7.3e-05
2056000      1.57e-01      1.27e-03      1.82e-02    7.3e-05
2058000      1.35e-01      4.04e-03      1.55e-02    7.3e-05
2060000      4.72e-02      1.45e-03      5.33e-03    7.3e-05
2062000      1.50e-02      9.62e-05      1.74e-03    7.3e-05
2064000      1.34e-01      2.96e-03      1.54e-02    7.3e-05
2066000      1.89e-01      2.87e-03      2.19e-02    7.3e-05
2068000      9.89e-02      1.14e-03      1.15e-02    7.3e-05
2070000      2.14e-02      2.95e-03      1.64e-03    7.3e-05
2072000      6.44e-02      9.56e-03      4.41e-03    7.3e-05
2074000      2.53e-02      1.91e-03      2.40e-03    7.3e-05
2076000      4.42e-02      2.14e-03      4.77e-03    7.3e-05
2078000      1.27e-01      1.54e-03      1.47e-02    7.3e-05
2080000      1.05e-01      8.39e-03      1.16e-02    6.9e-05
2082000      1.17e-01      1.39e-03      1.40e-02    6.9e-05
2084000      3.16e-02      2.06e-03      3.26e-03    6.9e-05
2086000      1.92e-01      1.34e-03      2.28e-02    6.9e-05
2088000      2.15e-01      1.75e-03      2.57e-02    6.9e-05
2090000      3.25e-02      1.83e-03      3.49e-03    6.9e-05
2092000      3.33e-02      1.64e-03      3.82e-03    6.9e-05
2094000      1.97e-01      9.97e-04      2.34e-02    6.9e-05
2096000      3.10e-02      3.15e-04      3.69e-03    6.9e-05
2098000      4.02e-02      4.07e-04      4.77e-03    6.9e-05
2100000      5.57e-02      5.14e-03      4.65e-03    6.9e-05
2102000      2.23e-02      7.99e-04      2.61e-03    6.9e-05
2104000      4.53e-02      3.59e-03      4.27e-03    6.9e-05
2106000      2.07e-01      8.67e-04      2.47e-02    6.9e-05
2108000      1.01e-02      7.98e-04      9.50e-04    6.9e-05
2110000      3.07e-01      2.72e-03      3.65e-02    6.9e-05
2112000      2.69e-01      3.70e-03      3.20e-02    6.9e-05
2114000      4.57e-02      8.30e-04      5.42e-03    6.9e-05
2116000      1.18e-01      9.18e-03      1.31e-02    6.9e-05
2118000      1.31e-01      4.81e-03      1.53e-02    6.9e-05
2120000      1.17e-01      1.46e-02      3.52e-03    6.6e-05
2122000      6.14e-02      4.92e-03      6.75e-03    6.6e-05
2124000      2.34e-01      8.01e-03      2.80e-02    6.6e-05
2126000      3.13e-02      7.46e-04      3.76e-03    6.6e-05
2128000      2.78e-01      3.73e-03      3.39e-02    6.6e-05
2130000      4.22e-02      3.24e-03      4.69e-03    6.6e-05
2132000      1.40e-01      4.41e-03      1.66e-02    6.6e-05
2134000      2.69e-01      5.53e-03      3.27e-02    6.6e-05
2136000      1.28e-01      1.94e-03      1.56e-02    6.6e-05
2138000      1.82e-01      2.12e-03      2.22e-02    6.6e-05
2140000      2.45e-02      4.75e-04      2.98e-03    6.6e-05
2142000      1.09e-02      2.94e-04      1.30e-03    6.6e-05
2144000      3.62e-02      2.17e-03      3.92e-03    6.6e-05
2146000      1.23e-01      2.30e-03      1.50e-02    6.6e-05
2148000      8.00e-02      1.47e-03      9.68e-03    6.6e-05
2150000      1.29e-01      4.67e-04      1.57e-02    6.6e-05
2152000      4.94e-02      2.79e-03      5.74e-03    6.6e-05
2154000      5.36e-02      7.65e-04      6.51e-03    6.6e-05
2156000      8.14e-02      4.28e-03      9.53e-03    6.6e-05
2158000      1.48e-01      5.91e-03      1.77e-02    6.6e-05
2160000      1.25e-01      6.92e-04      1.56e-02    6.3e-05
2162000      3.99e-02      2.84e-03      4.61e-03    6.3e-05
2164000      8.10e-02      2.64e-03      9.99e-03    6.3e-05
2166000      1.00e-01      3.60e-03      1.23e-02    6.3e-05
2168000      3.38e-02      3.69e-03      2.26e-03    6.3e-05
2170000      3.64e-02      4.84e-03      3.14e-03    6.3e-05
2172000      7.73e-02      6.32e-03      7.50e-03    6.3e-05
2174000      2.47e-01      5.41e-03      3.07e-02    6.3e-05
2176000      3.09e-02      3.21e-03      2.29e-03    6.3e-05
2178000      3.34e-02      8.83e-04      4.09e-03    6.3e-05
2180000      2.19e-01      2.01e-05      2.75e-02    6.3e-05
2182000      2.55e-02      1.98e-03      2.56e-03    6.3e-05
2184000      5.66e-02      4.95e-03      5.22e-03    6.3e-05
2186000      6.58e-02      6.39e-04      8.23e-03    6.3e-05
2188000      4.39e-02      1.70e-03      5.38e-03    6.3e-05
2190000      3.11e-02      4.20e-03      2.63e-03    6.3e-05
2192000      7.29e-02      2.36e-03      8.85e-03    6.3e-05
2194000      2.94e-02      3.79e-03      2.61e-03    6.3e-05
2196000      2.76e-02      3.37e-03      1.13e-03    6.3e-05
2198000      1.42e-01      7.44e-03      1.70e-02    6.3e-05
2200000      2.54e-01      4.68e-03      3.25e-02    6.0e-05
2202000      2.70e-01      9.98e-03      3.42e-02    6.0e-05
2204000      4.18e-02      6.04e-04      5.35e-03    6.0e-05
2206000      1.20e-02      9.56e-04      1.21e-03    6.0e-05
2208000      1.17e-01      5.25e-03      1.41e-02    6.0e-05
2210000      5.90e-02      5.47e-03      5.26e-03    6.0e-05
2212000      1.17e-01      1.74e-03      1.49e-02    6.0e-05
2214000      8.02e-02      1.46e-03      1.03e-02    6.0e-05
2216000      3.57e-02      1.49e-03      4.47e-03    6.0e-05
2218000      9.59e-02      2.57e-03      1.22e-02    6.0e-05
2220000      1.72e-01      7.12e-04      2.21e-02    6.0e-05
2222000      2.17e-01      2.40e-03      2.78e-02    6.0e-05
2224000      2.56e-02      4.27e-03      1.33e-03    6.0e-05
2226000      3.67e-01      9.30e-03      4.67e-02    6.0e-05
2228000      1.11e-02      8.82e-04      1.12e-03    6.0e-05
2230000      4.06e-02      8.89e-04      5.18e-03    6.0e-05
2232000      8.86e-02      6.98e-03      1.06e-02    6.0e-05
2234000      2.70e-02      1.65e-03      3.05e-03    6.0e-05
2236000      3.89e-02      3.93e-03      3.10e-03    6.0e-05
2238000      2.81e-01      1.57e-03      3.61e-02    6.0e-05
2240000      6.29e-02      6.44e-03      5.03e-03    5.7e-05
2242000      2.77e-02      1.87e-03      3.11e-03    5.7e-05
2244000      6.56e-02      7.23e-03      4.46e-03    5.7e-05
2246000      2.14e-02      2.23e-03      1.66e-03    5.7e-05
2248000      1.09e-01      3.12e-03      1.41e-02    5.7e-05
2250000      1.21e-02      6.03e-04      1.53e-03    5.7e-05
2252000      3.72e-02      3.65e-03      4.13e-03    5.7e-05
2254000      3.86e-02      2.10e-03      4.61e-03    5.7e-05
2256000      2.97e-01      5.64e-03      3.90e-02    5.7e-05
2258000      3.34e-02      2.11e-03      3.84e-03    5.7e-05
2260000      4.31e-02      7.27e-03      2.13e-03    5.7e-05
2262000      1.78e-02      6.57e-04      2.25e-03    5.7e-05
2264000      1.31e-01      2.35e-03      1.71e-02    5.7e-05
2266000      1.34e-01      3.12e-03      1.75e-02    5.7e-05
2268000      3.91e-02      3.11e-03      4.05e-03    5.7e-05
2270000      1.69e-02      1.36e-03      2.00e-03    5.7e-05
2272000      1.24e-01      3.98e-03      1.61e-02    5.7e-05
2274000      4.51e-02      1.75e-03      5.67e-03    5.7e-05
2276000      3.52e-02      3.77e-03      3.75e-03    5.7e-05
2278000      5.09e-02      3.44e-03      6.23e-03    5.7e-05
2280000      1.65e-02      1.17e-03      1.85e-03    5.4e-05
2282000      7.36e-02      3.20e-03      9.66e-03    5.4e-05
2284000      9.06e-02      7.68e-03      9.20e-03    5.4e-05
2286000      2.98e-02      3.28e-03      3.21e-03    5.4e-05
2288000      2.02e-01      5.28e-03      2.70e-02    5.4e-05
2290000      2.01e-01      8.27e-04      2.71e-02    5.4e-05
2292000      2.92e-02      1.12e-03      3.86e-03    5.4e-05
2294000      2.19e-01      3.99e-03      2.95e-02    5.4e-05
2296000      2.11e-02      7.23e-04      2.75e-03    5.4e-05
2298000      8.40e-02      5.73e-04      1.14e-02    5.4e-05
2300000      2.85e-02      2.42e-03      3.41e-03    5.4e-05
2302000      7.32e-02      3.60e-03      9.52e-03    5.4e-05
2304000      1.47e-02      2.84e-04      1.97e-03    5.4e-05
2306000      6.78e-02      1.14e-02      3.48e-03    5.4e-05
2308000      1.18e-01      1.60e-03      1.59e-02    5.4e-05
2310000      6.45e-02      3.04e-03      8.11e-03    5.4e-05
2312000      1.05e-01      6.56e-03      1.33e-02    5.4e-05
2314000      2.48e-01      2.68e-03      3.35e-02    5.4e-05
2316000      1.18e-01      3.28e-03      1.56e-02    5.4e-05
2318000      3.40e-02      3.57e-03      2.65e-03    5.4e-05
2320000      3.11e-02      3.33e-03      2.36e-03    5.1e-05
2322000      2.72e-02      2.92e-03      2.06e-03    5.1e-05
2324000      6.42e-02      9.58e-04      8.84e-03    5.1e-05
2326000      1.17e-01      9.98e-04      1.62e-02    5.1e-05
2328000      4.47e-02      3.02e-03      5.28e-03    5.1e-05
2330000      1.03e-01      1.05e-03      1.42e-02    5.1e-05
2332000      2.64e-01      3.74e-03      3.66e-02    5.1e-05
2334000      2.60e-01      1.17e-03      3.60e-02    5.1e-05
2336000      4.05e-02      3.92e-03      4.75e-03    5.1e-05
2338000      2.38e-01      4.00e-03      3.27e-02    5.1e-05
2340000      4.82e-02      5.93e-03      4.92e-03    5.1e-05
2342000      2.18e-01      1.37e-02      2.89e-02    5.1e-05
2344000      1.03e-02      1.12e-03      7.71e-04    5.1e-05
2346000      2.07e-02      1.42e-03      2.43e-03    5.1e-05
2348000      4.74e-02      3.21e-03      6.10e-03    5.1e-05
2350000      2.00e-02      1.49e-03      2.53e-03    5.1e-05
2352000      2.21e-02      2.23e-03      2.54e-03    5.1e-05
2354000      4.50e-02      3.98e-03      4.51e-03    5.1e-05
2356000      2.82e-02      3.56e-03      2.81e-03    5.1e-05
2358000      1.25e-01      4.98e-04      1.73e-02    5.1e-05
2360000      1.08e-01      2.58e-03      1.51e-02    4.8e-05
2362000      3.70e-02      3.80e-03      3.16e-03    4.8e-05
2364000      3.38e-02      1.57e-03      4.65e-03    4.8e-05
2366000      2.03e-01      1.90e-03      2.88e-02    4.8e-05
2368000      1.02e-01      5.21e-03      1.41e-02    4.8e-05
2370000      1.87e-01      1.56e-04      2.65e-02    4.8e-05
2372000      1.42e-01      5.55e-04      2.02e-02    4.8e-05
2374000      7.77e-02      5.25e-03      1.03e-02    4.8e-05
2376000      1.97e-01      3.48e-04      2.81e-02    4.8e-05
2378000      7.11e-02      2.13e-03      9.97e-03    4.8e-05
2380000      2.13e-02      5.68e-04      2.97e-03    4.8e-05
2382000      2.71e-01      3.07e-03      3.85e-02    4.8e-05
2384000      5.68e-02      3.31e-03      7.20e-03    4.8e-05
2386000      8.41e-02      3.28e-03      1.17e-02    4.8e-05
2388000      1.55e-01      2.52e-03      2.19e-02    4.8e-05
2390000      2.21e-01      8.26e-03      3.07e-02    4.8e-05
