# Time-averaged data for fix strainstress
# TimeStep v_strain v_truestrain v_pzz v_pzzsq
215500 0.00035375 0.000353685 -0.0340103 0.00119167
215600 0.00060375 0.000603565 -0.0402064 0.00182796
215700 0.00085375 0.000853383 -0.0813541 0.00668596
215800 0.00110375 0.00110314 -0.0897109 0.00809615
215900 0.00135375 0.00135283 -0.11171 0.0126772
216000 0.00160375 0.00160246 -0.121347 0.0147821
216100 0.00185375 0.00185203 -0.140203 0.0197803
216200 0.00210375 0.00210154 -0.160204 0.0257405
216300 0.00235375 0.00235098 -0.19022 0.0362684
216400 0.00260375 0.00260036 -0.206224 0.0425594
216500 0.00285375 0.00284968 -0.221506 0.0491482
216600 0.00310375 0.00309894 -0.247386 0.0612881
216700 0.00335375 0.00334814 -0.244206 0.0596999
216800 0.00360375 0.00359727 -0.280149 0.0785614
216900 0.00385375 0.00384634 -0.275702 0.0761128
217000 0.00410375 0.00409535 -0.309869 0.0962308
217100 0.00435375 0.0043443 -0.328799 0.10817
217200 0.00460375 0.00459318 -0.342015 0.117282
217300 0.00485375 0.00484201 -0.364608 0.133041
217400 0.00510375 0.00509077 -0.363514 0.132427
217500 0.00535375 0.00533947 -0.424944 0.180695
217600 0.00560375 0.0055881 -0.426382 0.181859
217700 0.00585375 0.00583668 -0.450333 0.202849
217800 0.00610375 0.0060852 -0.456912 0.208783
217900 0.00635375 0.00633365 -0.482867 0.233252
218000 0.00660375 0.00658204 -0.500145 0.250246
218100 0.00685375 0.00683037 -0.530763 0.281774
218200 0.00710375 0.00707863 -0.5362 0.287536
218300 0.00735375 0.00732684 -0.547875 0.300219
218400 0.00760375 0.00757498 -0.575584 0.331324
218500 0.00785375 0.00782307 -0.582883 0.339825
218600 0.00810375 0.00807109 -0.605473 0.366643
218700 0.00835375 0.00831905 -0.609773 0.371908
218800 0.00860375 0.00856695 -0.632519 0.400124
218900 0.00885375 0.00881478 -0.653312 0.42683
219000 0.00910375 0.00906256 -0.668628 0.44714
219100 0.00935375 0.00931027 -0.684259 0.468233
219200 0.00960375 0.00955792 -0.69755 0.486606
219300 0.00985375 0.00980552 -0.723843 0.524043
219400 0.0101038 0.010053 -0.745217 0.555392
219500 0.0103537 0.0103005 -0.757954 0.574572
219600 0.0106038 0.0105479 -0.776896 0.603639
219700 0.0108537 0.0107953 -0.784557 0.615555
219800 0.0111038 0.0110426 -0.793232 0.629257
219900 0.0113537 0.0112898 -0.825418 0.681448
220000 0.0116037 0.0115369 -0.846486 0.716559
220100 0.0118538 0.011784 -0.862888 0.744663
220200 0.0121038 0.0120311 -0.87206 0.760506
220300 0.0123537 0.0122781 -0.876626 0.768546
220400 0.0126037 0.012525 -0.898147 0.80707
220500 0.0128538 0.0127718 -0.95002 0.902588
220600 0.0131037 0.0130186 -0.938795 0.881361
220700 0.0133538 0.0132654 -0.968292 0.937713
220800 0.0136037 0.013512 -0.96719 0.935605
220900 0.0138538 0.0137587 -0.994792 0.989861
221000 0.0141037 0.0140052 -1.0167 1.0338
221100 0.0143538 0.0142517 -1.0387 1.07932
221200 0.0146037 0.0144981 -1.05645 1.11627
221300 0.0148538 0.0147445 -1.03774 1.07721
221400 0.0151037 0.0149908 -1.09117 1.19073
221500 0.0153538 0.0152371 -1.0569 1.11715
221600 0.0156037 0.0154833 -1.12467 1.26533
221700 0.0158538 0.0157294 -1.11677 1.24734
221800 0.0161037 0.0159755 -1.15625 1.33781
221900 0.0163538 0.0162215 -1.15751 1.34017
222000 0.0166037 0.0164674 -1.16017 1.34663
222100 0.0168538 0.0167133 -1.18488 1.40401
222200 0.0171037 0.0169591 -1.18892 1.41406
222300 0.0173538 0.0172049 -1.2226 1.4948
222400 0.0176037 0.0174506 -1.20457 1.45124
222500 0.0178538 0.0176962 -1.25741 1.58123
222600 0.0181037 0.0179418 -1.21651 1.48011
222700 0.0183538 0.0181874 -1.27757 1.63241
222800 0.0186037 0.0184328 -1.26755 1.60677
222900 0.0188538 0.0186782 -1.30094 1.69294
223000 0.0191038 0.0189236 -1.29496 1.67732
223100 0.0193537 0.0191688 -1.29021 1.66539
223200 0.0196037 0.0194141 -1.34896 1.81988
223300 0.0198537 0.0196592 -1.30793 1.71076
223400 0.0201038 0.0199043 -1.34781 1.81684
223500 0.0203537 0.0201494 -1.35168 1.82708
223600 0.0206038 0.0203944 -1.37602 1.89349
223700 0.0208537 0.0206393 -1.36897 1.87413
223800 0.0211038 0.0208841 -1.39471 1.9456
223900 0.0213537 0.021129 -1.3986 1.95621
224000 0.0216038 0.0213737 -1.39792 1.95435
224100 0.0218537 0.0216184 -1.42879 2.0415
224200 0.0221038 0.021863 -1.41635 2.00608
224300 0.0223537 0.0221076 -1.44425 2.08597
224400 0.0226038 0.0223521 -1.44304 2.08245
224500 0.0228537 0.0225965 -1.47757 2.18348
224600 0.0231038 0.0228409 -1.47877 2.187
224700 0.0233537 0.0230852 -1.46 2.13174
224800 0.0236038 0.0233295 -1.47971 2.1896
224900 0.0238537 0.0235737 -1.47551 2.17733
225000 0.0241038 0.0238178 -1.54065 2.37377
225100 0.0243537 0.0240619 -1.51013 2.28058
225200 0.0246038 0.024306 -1.53014 2.34167
225300 0.0248537 0.0245499 -1.52848 2.33633
225400 0.0251038 0.0247938 -1.52819 2.33557
225500 0.0253537 0.0250377 -1.56432 2.44713
225600 0.0256038 0.0252815 -1.55582 2.42063
225700 0.0258537 0.0255252 -1.57139 2.46929
225800 0.0261038 0.0257689 -1.57712 2.48733
225900 0.0263537 0.0260125 -1.59856 2.55548
226000 0.0266038 0.026256 -1.5992 2.55746
226100 0.0268537 0.0264995 -1.62779 2.64976
226200 0.0271037 0.0267429 -1.62021 2.62515
226300 0.0273538 0.0269863 -1.61745 2.61624
226400 0.0276037 0.0272296 -1.64539 2.70734
226500 0.0278538 0.0274729 -1.66298 2.76556
