#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 433000      7.44e-02      3.44e-04      7.05e-03    1.1e-04
 434000      1.79e-01      9.24e-03      1.64e-02    1.1e-04
 435000      2.81e-01      8.41e-03      2.63e-02    1.1e-04
 436000      8.53e-02      1.41e-02      3.78e-03    1.1e-04
 437000      2.82e-02      4.92e-03      9.73e-04    1.1e-04
 438000      1.02e-01      1.24e-02      7.40e-03    1.1e-04
 439000      1.44e-01      6.04e-03      1.35e-02    1.1e-04
 440000      2.54e-01      5.41e-03      2.47e-02    1.0e-04
 441000      7.30e-02      1.29e-03      7.07e-03    1.0e-04
 442000      9.44e-02      1.65e-02      3.28e-03    1.0e-04
 443000      4.26e-02      5.24e-03      3.12e-03    1.0e-04
 444000      5.15e-02      9.53e-04      4.98e-03    1.0e-04
 445000      1.75e-02      3.25e-03      1.18e-04    1.0e-04
 446000      8.28e-02      6.73e-04      8.05e-03    1.0e-04
 447000      9.98e-02      1.14e-03      9.69e-03    1.0e-04
 448000      2.06e-01      5.65e-03      2.00e-02    1.0e-04
 449000      1.46e-01      7.36e-03      1.40e-02    1.0e-04
 450000      4.61e-02      1.24e-04      4.60e-03    9.9e-05
 451000      5.93e-02      2.12e-03      5.86e-03    9.9e-05
 452000      1.40e-01      1.21e-02      1.32e-02    9.9e-05
 453000      2.20e-01      3.65e-03      2.19e-02    9.9e-05
 454000      1.56e-01      7.34e-03      1.53e-02    9.9e-05
 455000      1.57e-01      4.48e-03      1.55e-02    9.9e-05
 456000      9.83e-02      2.39e-03      9.68e-03    9.9e-05
 457000      8.80e-03      9.88e-04      7.94e-04    9.9e-05
 458000      3.66e-02      1.76e-03      3.52e-03    9.9e-05
 459000      1.29e-02      2.36e-03      2.35e-04    9.9e-05
 460000      1.40e-01      2.42e-03      1.43e-02    9.4e-05
 461000      4.79e-02      7.45e-04      4.89e-03    9.4e-05
 462000      1.91e-01      7.13e-03      1.91e-02    9.4e-05
 463000      2.66e-01      1.97e-02      2.50e-02    9.4e-05
 464000      5.52e-02      1.02e-02      3.39e-04    9.4e-05
 465000      8.22e-02      3.22e-03      8.23e-03    9.4e-05
 466000      4.84e-02      8.97e-03      3.13e-04    9.4e-05
 467000      1.72e-02      2.64e-03      9.88e-04    9.4e-05
 468000      3.16e-01      1.60e-02      3.19e-02    9.4e-05
 469000      9.70e-02      2.81e-03      9.74e-03    9.4e-05
 470000      9.30e-02      1.96e-03      9.67e-03    9.0e-05
 471000      1.07e-01      5.22e-03      1.06e-02    9.0e-05
 472000      1.69e-01      2.67e-03      1.78e-02    9.0e-05
 473000      5.10e-03      7.70e-04      3.09e-04    9.0e-05
 474000      4.86e-02      1.19e-02      1.81e-03    9.0e-05
 475000      1.90e-01      1.49e-02      1.80e-02    9.0e-05
 476000      1.65e-01      6.97e-04      1.74e-02    9.0e-05
 477000      1.29e-01      2.13e-03      1.34e-02    9.0e-05
 478000      2.29e-02      4.17e-03      4.10e-04    9.0e-05
 479000      1.45e-01      8.30e-03      1.45e-02    9.0e-05
 480000      2.33e-01      4.74e-03      2.49e-02    8.5e-05
 481000      1.50e-01      2.85e-03      1.61e-02    8.5e-05
 482000      4.27e-02      5.85e-04      4.58e-03    8.5e-05
 483000      7.26e-03      1.27e-03      2.47e-04    8.5e-05
 484000      3.39e-02      2.55e-03      3.07e-03    8.5e-05
 485000      1.03e-01      7.83e-03      9.57e-03    8.5e-05
 486000      1.46e-02      1.73e-03      1.21e-03    8.5e-05
 487000      5.51e-02      2.15e-03      5.87e-03    8.5e-05
 488000      1.15e-02      1.81e-03      9.86e-04    8.5e-05
 489000      3.43e-01      2.35e-03      3.69e-02    8.5e-05
 490000      5.66e-02      8.16e-03      3.89e-03    8.1e-05
 491000      1.52e-01      1.60e-02      1.38e-02    8.1e-05
 492000      8.45e-02      2.18e-02      1.18e-03    8.1e-05
 493000      2.62e-02      6.66e-04      2.88e-03    8.1e-05
 494000      6.67e-02      6.68e-03      5.49e-03    8.1e-05
 495000      4.27e-02      1.86e-03      4.48e-03    8.1e-05
 496000      1.74e-01      3.40e-03      1.92e-02    8.1e-05
 497000      1.63e-01      1.69e-03      1.80e-02    8.1e-05
 498000      5.91e-02      2.23e-03      6.46e-03    8.1e-05
 499000      5.58e-02      4.49e-03      5.21e-03    8.1e-05
 500000      8.76e-03      5.12e-04      9.68e-04    7.7e-05
 501000      8.18e-02      2.30e-03      9.22e-03    7.7e-05
 502000      7.21e-02      9.04e-04      8.13e-03    7.7e-05
 503000      2.08e-02      5.26e-03      5.28e-04    7.7e-05
 504000      1.37e-01      1.01e-02      1.49e-02    7.7e-05
 505000      2.06e-02      3.71e-03      1.68e-03    7.7e-05
 506000      2.06e-01      3.67e-03      2.32e-02    7.7e-05
 507000      5.22e-02      4.54e-03      5.58e-03    7.7e-05
 508000      8.49e-02      1.55e-02      8.34e-04    7.7e-05
 509000      1.19e-02      1.36e-04      1.35e-03    7.7e-05
 510000      2.08e-01      5.75e-03      2.41e-02    7.3e-05
 511000      1.07e-01      1.24e-02      1.12e-02    7.3e-05
 512000      6.87e-02      3.08e-03      7.62e-03    7.3e-05
 513000      6.18e-02      4.16e-03      6.94e-03    7.3e-05
 514000      1.40e-01      3.79e-03      1.61e-02    7.3e-05
 515000      1.68e-01      1.08e-02      1.89e-02    7.3e-05
 516000      1.30e-02      1.74e-03      1.03e-03    7.3e-05
 517000      1.24e-02      2.68e-03      7.84e-04    7.3e-05
 518000      2.43e-02      6.07e-03      7.77e-04    7.3e-05
 519000      5.73e-02      5.64e-03      6.16e-03    7.3e-05
 520000      9.58e-02      5.77e-03      1.11e-02    6.9e-05
 521000      4.98e-02      3.24e-04      5.94e-03    6.9e-05
 522000      1.20e-01      2.87e-03      1.43e-02    6.9e-05
 523000      5.28e-02      2.28e-03      5.98e-03    6.9e-05
 524000      4.15e-02      5.78e-04      4.93e-03    6.9e-05
 525000      2.14e-02      5.01e-03      1.08e-03    6.9e-05
 526000      3.36e-02      6.44e-04      4.00e-03    6.9e-05
 527000      9.05e-02      4.39e-03      1.02e-02    6.9e-05
 528000      5.92e-02      5.71e-03      6.54e-03    6.9e-05
 529000      1.18e-01      3.14e-03      1.39e-02    6.9e-05
 530000      2.31e-02      5.44e-03      1.18e-03    6.6e-05
 531000      2.26e-01      4.94e-03      2.74e-02    6.6e-05
 532000      3.17e-02      4.48e-03      2.45e-03    6.6e-05
 533000      5.60e-02      1.36e-03      6.74e-03    6.6e-05
 534000      1.43e-01      2.33e-03      1.74e-02    6.6e-05
 535000      1.86e-01      5.74e-03      2.26e-02    6.6e-05
 536000      7.14e-03      8.86e-04      7.66e-04    6.6e-05
 537000      8.63e-02      4.52e-03      1.01e-02    6.6e-05
 538000      1.75e-01      1.00e-02      2.09e-02    6.6e-05
 539000      7.59e-02      6.98e-03      8.67e-03    6.6e-05
 540000      1.60e-02      3.65e-03      9.40e-04    6.3e-05
 541000      3.25e-02      4.22e-03      2.86e-03    6.3e-05
 542000      1.61e-01      9.55e-03      1.97e-02    6.3e-05
 543000      1.88e-01      5.54e-03      2.34e-02    6.3e-05
 544000      4.12e-02      1.05e-02      7.29e-04    6.3e-05
 545000      2.44e-02      4.71e-03      2.03e-03    6.3e-05
 546000      3.85e-02      4.71e-03      2.23e-03    6.3e-05
 547000      2.55e-03      1.22e-04      3.09e-04    6.3e-05
 548000      1.52e-01      7.76e-03      1.87e-02    6.3e-05
 549000      3.56e-02      4.98e-04      4.45e-03    6.3e-05
 550000      4.27e-02      2.99e-03      5.28e-03    6.0e-05
 551000      6.95e-02      1.09e-02      7.08e-03    6.0e-05
 552000      6.30e-02      4.66e-03      7.40e-03    6.0e-05
 553000      6.92e-02      2.44e-03      8.64e-03    6.0e-05
 554000      1.58e-01      2.73e-03      2.02e-02    6.0e-05
 555000      3.31e-02      4.83e-04      4.25e-03    6.0e-05
 556000      2.61e-02      8.54e-04      3.30e-03    6.0e-05
 557000      2.13e-02      3.51e-03      2.11e-03    6.0e-05
 558000      3.27e-02      8.45e-04      4.13e-03    6.0e-05
 559000      2.43e-02      6.94e-04      3.07e-03    6.0e-05
 560000      3.70e-02      9.46e-03      4.93e-04    5.7e-05
 561000      1.02e-01      2.33e-03      1.33e-02    5.7e-05
 562000      3.60e-02      5.66e-03      2.38e-03    5.7e-05
 563000      1.15e-01      2.28e-03      1.51e-02    5.7e-05
 564000      5.92e-02      7.71e-03      5.44e-03    5.7e-05
 565000      3.96e-02      5.74e-03      1.14e-03    5.7e-05
 566000      1.76e-01      5.16e-03      2.31e-02    5.7e-05
 567000      2.57e-02      3.96e-03      1.79e-03    5.7e-05
 568000      5.25e-02      5.60e-03      4.82e-03    5.7e-05
 569000      3.51e-02      3.27e-03      3.97e-03    5.7e-05
 570000      3.85e-02      1.29e-03      5.07e-03    5.4e-05
 571000      5.96e-02      1.96e-03      7.93e-03    5.4e-05
 572000      1.88e-02      1.71e-03      1.90e-03    5.4e-05
 573000      5.09e-02      4.03e-03      6.54e-03    5.4e-05
 574000      2.84e-02      3.34e-03      2.93e-03    5.4e-05
 575000      8.63e-03      3.51e-04      1.12e-03    5.4e-05
 576000      7.95e-03      9.04e-04      8.39e-04    5.4e-05
 577000      2.60e-01      2.87e-03      3.51e-02    5.4e-05
 578000      1.52e-01      1.76e-03      2.05e-02    5.4e-05
 579000      5.07e-02      2.29e-03      6.53e-03    5.4e-05
 580000      2.11e-01      5.47e-03      2.91e-02    5.1e-05
 581000      1.09e-01      2.84e-04      1.51e-02    5.1e-05
 582000      1.75e-01      5.58e-03      2.38e-02    5.1e-05
 583000      5.44e-02      1.31e-02      2.56e-03    5.1e-05
 584000      1.79e-01      2.89e-03      2.47e-02    5.1e-05
 585000      5.21e-02      8.47e-03      3.18e-03    5.1e-05
 586000      1.45e-01      3.60e-03      2.01e-02    5.1e-05
 587000      4.85e-02      1.18e-02      2.17e-03    5.1e-05
 588000      3.49e-02      3.53e-03      4.02e-03    5.1e-05
 589000      1.06e-02      1.23e-03      1.14e-03    5.1e-05
 590000      1.13e-01      1.59e-03      1.61e-02    4.9e-05
 591000      1.25e-01      8.70e-05      1.78e-02    4.9e-05
 592000      1.51e-01      5.56e-03      2.12e-02    4.9e-05
 593000      3.47e-02      2.93e-03      4.05e-03    4.9e-05
 594000      3.30e-02      3.73e-03      2.65e-03    4.9e-05
 595000      6.19e-02      1.01e-02      6.77e-03    4.9e-05
 596000      7.42e-02      2.89e-03      1.02e-02    4.9e-05
 597000      2.07e-02      3.69e-03      5.27e-04    4.9e-05
 598000      1.30e-02      1.45e-03      1.66e-03    4.9e-05
 599000      2.12e-02      8.78e-04      2.89e-03    4.9e-05
 600000      3.88e-02      8.02e-03      3.33e-03    4.6e-05
 601000      3.25e-02      2.20e-03      4.39e-03    4.6e-05
 602000      1.22e-02      1.60e-03      1.52e-03    4.6e-05
 603000      2.25e-02      1.69e-04      3.28e-03    4.6e-05
 604000      2.30e-02      5.65e-03      9.20e-04    4.6e-05
 605000      3.52e-02      1.24e-04      5.14e-03    4.6e-05
 606000      1.05e-01      4.55e-03      1.51e-02    4.6e-05
 607000      2.65e-02      4.13e-03      3.07e-03    4.6e-05
 608000      1.24e-01      8.05e-03      1.74e-02    4.6e-05
 609000      1.81e-02      2.66e-03      1.54e-03    4.6e-05
 610000      1.49e-01      7.48e-03      2.19e-02    4.4e-05
 611000      3.33e-02      1.61e-03      4.70e-03    4.4e-05
 612000      4.46e-02      6.18e-03      5.59e-03    4.4e-05
 613000      3.02e-02      1.35e-03      4.45e-03    4.4e-05
 614000      4.88e-02      5.26e-03      5.85e-03    4.4e-05
 615000      3.52e-02      2.23e-03      4.75e-03    4.4e-05
 616000      4.37e-02      7.77e-03      1.20e-03    4.4e-05
 617000      1.59e-02      2.59e-03      1.02e-03    4.4e-05
 618000      5.70e-02      1.78e-03      8.40e-03    4.4e-05
 619000      8.56e-03      1.17e-03      8.72e-05    4.4e-05
 620000      2.01e-01      5.35e-03      3.07e-02    4.2e-05
 621000      3.12e-02      9.86e-04      4.67e-03    4.2e-05
 622000      6.12e-03      5.25e-04      8.25e-04    4.2e-05
 623000      4.46e-02      1.03e-02      2.85e-03    4.2e-05
 624000      1.95e-01      5.74e-03      2.95e-02    4.2e-05
 625000      6.84e-03      9.72e-04      8.71e-04    4.2e-05
 626000      4.45e-02      9.43e-04      6.74e-03    4.2e-05
 627000      4.17e-02      6.06e-03      3.80e-03    4.2e-05
 628000      8.73e-02      7.36e-04      1.34e-02    4.2e-05
 629000      6.53e-02      9.63e-03      1.84e-04    4.2e-05
 630000      1.02e-01      6.90e-04      1.61e-02    4.0e-05
 631000      3.57e-02      9.34e-04      5.59e-03    4.0e-05
 632000      9.58e-02      6.30e-04      1.51e-02    4.0e-05
 633000      4.23e-02      7.42e-03      1.53e-03    4.0e-05
 634000      9.81e-02      8.85e-04      1.54e-02    4.0e-05
 635000      2.11e-02      3.58e-03      1.10e-03    4.0e-05
 636000      1.52e-01      5.51e-04      2.39e-02    4.0e-05
 637000      2.72e-02      4.90e-03      9.50e-05    4.0e-05
 638000      1.95e-01      6.58e-04      3.07e-02    4.0e-05
 639000      5.48e-02      2.32e-03      8.50e-03    4.0e-05
 640000      1.47e-01      1.24e-03      2.37e-02    3.8e-05
 641000      1.12e-01      8.53e-03      1.73e-02    3.8e-05
 642000      4.18e-02      2.99e-03      6.46e-03    3.8e-05
 643000      1.28e-01      1.28e-03      2.07e-02    3.8e-05
 644000      2.78e-02      3.41e-03      3.28e-03    3.8e-05
 645000      8.97e-03      1.01e-03      1.13e-03    3.8e-05
 646000      1.77e-01      4.93e-03      2.84e-02    3.8e-05
 647000      6.54e-02      2.46e-03      1.02e-02    3.8e-05
 648000      1.22e-01      3.28e-03      1.95e-02    3.8e-05
 649000      1.48e-01      5.66e-03      2.36e-02    3.8e-05
 650000      1.27e-02      4.78e-04      2.01e-03    3.6e-05
 651000      1.22e-01      5.48e-04      2.01e-02    3.6e-05
 652000      1.43e-01      1.02e-02      2.16e-02    3.6e-05
 653000      3.85e-02      9.31e-03      1.99e-03    3.6e-05
 654000      1.07e-01      3.76e-03      1.76e-02    3.6e-05
 655000      1.08e-01      9.63e-03      1.55e-02    3.6e-05
 656000      1.99e-02      1.04e-03      3.15e-03    3.6e-05
 657000      4.06e-02      1.65e-03      6.53e-03    3.6e-05
 658000      2.51e-02      1.19e-03      3.93e-03    3.6e-05
 659000      4.81e-02      4.03e-03      6.28e-03    3.6e-05
 660000      1.44e-01      3.57e-03      2.44e-02    3.4e-05
 661000      4.18e-02      2.74e-03      6.84e-03    3.4e-05
 662000      8.74e-02      5.28e-04      1.48e-02    3.4e-05
 663000      1.51e-01      1.41e-03      2.55e-02    3.4e-05
 664000      3.67e-02      8.86e-04      6.15e-03    3.4e-05
 665000      1.86e-01      5.55e-03      3.13e-02    3.4e-05
 666000      4.14e-02      1.42e-03      6.95e-03    3.4e-05
 667000      2.02e-02      2.81e-03      1.07e-03    3.4e-05
 668000      2.47e-02      4.54e-03      2.90e-03    3.4e-05
 669000      2.49e-02      3.26e-04      4.21e-03    3.4e-05
 670000      1.60e-01      6.56e-03      2.71e-02    3.2e-05
 671000      9.13e-02      2.30e-02      1.83e-03    3.2e-05
 672000      1.07e-01      1.02e-03      1.86e-02    3.2e-05
 673000      4.44e-02      1.79e-03      7.36e-03    3.2e-05
 674000      2.89e-02      1.11e-03      4.85e-03    3.2e-05
 675000      8.36e-02      3.03e-03      1.44e-02    3.2e-05
 676000      7.15e-03      1.57e-03      6.28e-04    3.2e-05
 677000      2.26e-01      1.29e-02      3.82e-02    3.2e-05
 678000      2.09e-02      4.80e-03      1.55e-03    3.2e-05
 679000      1.91e-02      2.51e-04      3.30e-03    3.2e-05
 680000      3.30e-02      5.78e-03      1.32e-03    3.1e-05
 681000      5.53e-02      7.69e-03      8.24e-03    3.1e-05
 682000      9.63e-02      1.52e-03      1.71e-02    3.1e-05
 683000      6.58e-02      1.27e-02      7.61e-03    3.1e-05
 684000      4.64e-02      6.36e-03      6.95e-03    3.1e-05
 685000      1.63e-01      1.29e-03      2.90e-02    3.1e-05
 686000      3.87e-02      2.72e-03      5.90e-03    3.1e-05
 687000      5.78e-02      1.61e-03      1.01e-02    3.1e-05
 688000      1.65e-02      6.36e-04      2.87e-03    3.1e-05
 689000      1.93e-02      3.46e-03      2.72e-04    3.1e-05
 690000      4.38e-02      7.85e-03      4.41e-04    2.9e-05
 691000      2.93e-02      1.80e-03      5.02e-03    2.9e-05
 692000      2.92e-03      1.98e-04      4.94e-04    2.9e-05
 693000      8.72e-02      8.36e-04      1.59e-02    2.9e-05
 694000      3.14e-02      9.34e-04      5.70e-03    2.9e-05
 695000      2.50e-02      7.05e-04      4.51e-03    2.9e-05
 696000      5.42e-02      2.31e-03      9.46e-03    2.9e-05
 697000      3.75e-02      2.17e-03      6.66e-03    2.9e-05
 698000      1.31e-01      5.71e-04      2.38e-02    2.9e-05
 699000      1.11e-01      8.10e-04      2.03e-02    2.9e-05
 700000      1.67e-02      2.63e-03      2.44e-03    2.8e-05
 701000      1.79e-01      3.47e-03      3.32e-02    2.8e-05
 702000      4.24e-02      5.89e-03      6.64e-03    2.8e-05
 703000      1.47e-01      5.06e-03      2.70e-02    2.8e-05
 704000      6.55e-02      3.98e-03      1.19e-02    2.8e-05
 705000      9.90e-02      3.23e-03      1.82e-02    2.8e-05
 706000      9.08e-02      7.26e-03      1.61e-02    2.8e-05
 707000      3.78e-02      1.70e-03      6.96e-03    2.8e-05
 708000      9.48e-02      1.35e-03      1.77e-02    2.8e-05
 709000      1.13e-01      5.07e-03      2.04e-02    2.8e-05
 710000      1.83e-01      3.33e-03      3.51e-02    2.6e-05
 711000      4.27e-03      6.78e-04      6.39e-04    2.6e-05
 712000      3.27e-02      8.67e-04      6.15e-03    2.6e-05
 713000      1.58e-01      5.11e-03      3.00e-02    2.6e-05
 714000      1.23e-01      4.40e-03      2.33e-02    2.6e-05
 715000      1.19e-02      3.02e-03      2.24e-05    2.6e-05
 716000      1.53e-01      5.28e-03      2.91e-02    2.6e-05
 717000      3.47e-02      2.83e-03      6.30e-03    2.6e-05
 718000      4.16e-02      2.54e-03      7.75e-03    2.6e-05
 719000      9.57e-03      1.52e-03      8.48e-04    2.6e-05
 720000      7.94e-02      3.14e-03      1.54e-02    2.5e-05
 721000      2.59e-02      6.41e-03      1.09e-03    2.5e-05
 722000      8.79e-02      3.42e-03      1.71e-02    2.5e-05
 723000      2.10e-02      5.11e-04      4.06e-03    2.5e-05
 724000      1.74e-01      4.83e-03      3.41e-02    2.5e-05
 725000      1.47e-02      2.38e-03      1.24e-03    2.5e-05
 726000      1.08e-01      7.76e-03      2.04e-02    2.5e-05
 727000      3.34e-02      2.40e-03      6.00e-03    2.5e-05
 728000      2.71e-02      1.27e-03      5.03e-03    2.5e-05
 729000      3.01e-02      1.92e-03      5.72e-03    2.5e-05
 730000      2.48e-02      2.39e-03      4.21e-03    2.4e-05
 731000      1.16e-02      1.52e-03      1.05e-03    2.4e-05
 732000      4.76e-02      6.57e-03      3.13e-03    2.4e-05
 733000      3.63e-02      6.49e-03      3.93e-04    2.4e-05
 734000      5.82e-02      5.14e-03      1.02e-02    2.4e-05
 735000      8.31e-02      1.10e-03      1.67e-02    2.4e-05
 736000      1.54e-01      3.19e-04      3.10e-02    2.4e-05
 737000      1.70e-02      2.94e-03      8.52e-04    2.4e-05
 738000      9.28e-03      1.00e-03      1.49e-03    2.4e-05
 739000      1.63e-02      2.86e-03      6.40e-04    2.4e-05
 740000      7.86e-02      2.51e-03      1.61e-02    2.2e-05
 741000      4.24e-02      4.53e-03      7.02e-03    2.2e-05
 742000      3.34e-02      7.86e-04      6.87e-03    2.2e-05
 743000      2.14e-02      4.13e-04      4.37e-03    2.2e-05
 744000      4.72e-02      4.44e-03      7.45e-03    2.2e-05
 745000      2.80e-02      4.83e-03      1.49e-03    2.2e-05
 746000      1.33e-01      3.07e-03      2.75e-02    2.2e-05
 747000      8.58e-02      1.81e-03      1.76e-02    2.2e-05
 748000      4.92e-02      6.56e-04      1.01e-02    2.2e-05
 749000      3.97e-02      1.67e-03      8.08e-03    2.2e-05
 750000      1.35e-01      3.76e-03      2.84e-02    2.1e-05
 751000      1.42e-01      2.16e-03      3.00e-02    2.1e-05
 752000      9.55e-02      1.90e-03      2.01e-02    2.1e-05
 753000      1.24e-02      2.21e-03      1.86e-03    2.1e-05
 754000      3.24e-02      2.73e-03      6.47e-03    2.1e-05
 755000      1.24e-01      2.51e-03      2.62e-02    2.1e-05
 756000      1.56e-02      2.72e-03      7.25e-04    2.1e-05
 757000      3.02e-02      6.98e-04      6.34e-03    2.1e-05
 758000      4.85e-02      2.94e-03      9.35e-03    2.1e-05
 759000      3.15e-02      3.14e-03      4.88e-03    2.1e-05
 760000      8.15e-02      1.73e-03      1.76e-02    2.0e-05
 761000      1.40e-02      1.88e-03      2.56e-03    2.0e-05
 762000      3.47e-02      1.73e-03      7.22e-03    2.0e-05
 763000      1.49e-02      3.30e-03      1.52e-03    2.0e-05
 764000      2.23e-02      2.12e-03      4.09e-03    2.0e-05
 765000      7.69e-03      1.34e-03      3.41e-04    2.0e-05
 766000      3.63e-02      3.62e-04      7.85e-03    2.0e-05
 767000      2.05e-02      1.62e-04      4.45e-03    2.0e-05
 768000      3.85e-02      3.69e-03      7.73e-03    2.0e-05
 769000      1.24e-02      1.17e-04      2.67e-03    2.0e-05
 770000      6.90e-02      3.71e-03      1.50e-02    1.9e-05
 771000      7.36e-02      2.77e-03      1.62e-02    1.9e-05
 772000      1.20e-01      2.14e-03      2.67e-02    1.9e-05
 773000      1.86e-02      2.49e-04      4.13e-03    1.9e-05
 774000      2.51e-02      2.93e-04      5.55e-03    1.9e-05
 775000      5.54e-02      1.80e-03      1.22e-02    1.9e-05
 776000      1.54e-01      3.90e-03      3.39e-02    1.9e-05
 777000      3.16e-02      3.01e-03      6.50e-03    1.9e-05
 778000      3.40e-02      4.16e-03      6.60e-03    1.9e-05
 779000      3.03e-02      1.68e-03      6.58e-03    1.9e-05
 780000      1.08e-01      2.17e-03      2.44e-02    1.8e-05
 781000      3.61e-02      3.05e-03      6.41e-03    1.8e-05
 782000      4.78e-02      3.52e-03      9.39e-03    1.8e-05
 783000      2.86e-02      1.34e-03      6.10e-03    1.8e-05
 784000      1.18e-02      2.60e-03      1.30e-03    1.8e-05
 785000      2.24e-02      1.76e-03      4.84e-03    1.8e-05
 786000      2.41e-02      6.76e-04      5.42e-03    1.8e-05
 787000      6.73e-03      1.61e-03      4.93e-04    1.8e-05
 788000      2.15e-02      1.42e-03      4.28e-03    1.8e-05
 789000      3.48e-02      2.04e-03      7.48e-03    1.8e-05
 790000      1.12e-01      2.61e-03      2.60e-02    1.7e-05
 791000      9.66e-02      8.58e-04      2.25e-02    1.7e-05
 792000      1.29e-01      3.88e-03      2.98e-02    1.7e-05
 793000      3.56e-02      3.52e-03      6.91e-03    1.7e-05
 794000      2.76e-02      1.48e-03      6.28e-03    1.7e-05
 795000      8.42e-02      3.01e-03      1.94e-02    1.7e-05
 796000      7.98e-02      9.45e-04      1.86e-02    1.7e-05
 797000      3.35e-02      2.87e-03      7.34e-03    1.7e-05
 798000      8.90e-02      1.10e-02      1.50e-02    1.7e-05
 799000      6.42e-02      3.16e-03      1.47e-02    1.7e-05
 800000      2.68e-02      2.24e-03      6.05e-03    1.7e-05
 801000      1.72e-02      3.07e-03      1.14e-04    1.7e-05
 802000      1.26e-02      1.15e-03      2.81e-03    1.7e-05
 803000      1.90e-02      1.71e-03      3.38e-03    1.7e-05
 804000      8.07e-02      3.75e-03      1.89e-02    1.7e-05
 805000      1.49e-01      5.00e-03      3.53e-02    1.7e-05
 806000      2.30e-02      4.09e-03      3.92e-04    1.7e-05
 807000      2.34e-02      1.82e-03      4.72e-03    1.7e-05
 808000      4.65e-02      3.61e-03      9.39e-03    1.7e-05
 809000      1.46e-02      2.16e-03      1.93e-03    1.7e-05
 810000      3.84e-02      4.62e-03      8.27e-03    1.6e-05
 811000      2.02e-02      8.95e-05      4.94e-03    1.6e-05
 812000      1.63e-02      8.23e-04      3.91e-03    1.6e-05
 813000      3.64e-02      6.48e-03      3.97e-04    1.6e-05
 814000      5.45e-02      3.09e-03      1.26e-02    1.6e-05
 815000      8.39e-02      3.59e-03      1.99e-02    1.6e-05
 816000      3.07e-02      7.66e-03      1.10e-03    1.6e-05
 817000      3.02e-02      1.08e-03      7.12e-03    1.6e-05
 818000      1.25e-01      3.46e-03      3.05e-02    1.6e-05
 819000      2.84e-02      1.56e-03      6.79e-03    1.6e-05
 820000      1.45e-02      3.30e-03      1.54e-03    1.5e-05
 821000      3.06e-02      1.39e-03      7.41e-03    1.5e-05
 822000      2.94e-02      1.36e-03      7.25e-03    1.5e-05
 823000      7.33e-02      3.07e-03      1.81e-02    1.5e-05
 824000      1.18e-01      3.70e-03      2.93e-02    1.5e-05
 825000      6.93e-02      3.91e-03      1.65e-02    1.5e-05
 826000      3.23e-02      2.12e-03      7.82e-03    1.5e-05
 827000      2.07e-02      1.22e-03      4.74e-03    1.5e-05
 828000      1.34e-01      3.38e-03      3.34e-02    1.5e-05
 829000      5.67e-02      1.81e-03      1.41e-02    1.5e-05
 830000      1.66e-02      2.84e-03      1.19e-03    1.4e-05
 831000      3.31e-02      3.17e-03      7.86e-03    1.4e-05
 832000      2.51e-02      2.07e-03      5.72e-03    1.4e-05
 833000      1.50e-01      3.03e-03      3.85e-02    1.4e-05
 834000      3.17e-02      1.68e-03      7.76e-03    1.4e-05
 835000      2.82e-02      4.71e-04      7.22e-03    1.4e-05
 836000      6.70e-03      1.13e-03      5.29e-04    1.4e-05
 837000      1.21e-01      1.68e-04      3.10e-02    1.4e-05
 838000      7.48e-03      1.52e-03      1.13e-03    1.4e-05
 839000      1.64e-02      2.88e-03      6.39e-04    1.4e-05
 840000      2.49e-02      2.61e-03      5.96e-03    1.3e-05
 841000      1.62e-02      2.29e-03      9.54e-04    1.3e-05
 842000      1.21e-01      4.12e-03      3.12e-02    1.3e-05
 843000      8.57e-03      4.14e-04      2.10e-03    1.3e-05
 844000      2.34e-02      4.02e-03      1.63e-03    1.3e-05
 845000      8.74e-02      1.08e-04      2.30e-02    1.3e-05
 846000      8.80e-02      1.52e-03      2.31e-02    1.3e-05
 847000      2.08e-02      1.94e-03      4.65e-03    1.3e-05
 848000      3.72e-02      1.59e-03      9.36e-03    1.3e-05
 849000      7.96e-02      8.50e-04      2.09e-02    1.3e-05
 850000      1.61e-02      2.72e-03      1.32e-03    1.3e-05
 851000      9.20e-02      3.90e-03      2.44e-02    1.3e-05
 852000      2.22e-02      2.71e-03      5.23e-03    1.3e-05
 853000      1.13e-01      7.16e-03      2.84e-02    1.3e-05
 854000      1.14e-02      1.42e-03      2.67e-03    1.3e-05
 855000      8.54e-02      2.83e-03      2.28e-02    1.3e-05
 856000      1.61e-02      7.95e-04      4.26e-03    1.3e-05
 857000      6.27e-02      1.13e-03      1.69e-02    1.3e-05
 858000      3.35e-03      5.34e-04      4.02e-04    1.3e-05
 859000      1.95e-02      4.36e-04      5.23e-03    1.3e-05
 860000      7.77e-02      4.91e-03      2.08e-02    1.2e-05
 861000      1.38e-02      1.94e-03      9.37e-04    1.2e-05
 862000      1.83e-03      1.60e-04      4.39e-04    1.2e-05
 863000      9.47e-03      3.87e-04      2.54e-03    1.2e-05
 864000      8.34e-02      2.67e-03      2.26e-02    1.2e-05
 865000      1.35e-02      8.30e-05      3.73e-03    1.2e-05
 866000      1.55e-02      1.58e-03      3.51e-03    1.2e-05
 867000      1.71e-02      2.04e-03      3.51e-03    1.2e-05
 868000      1.71e-02      2.92e-03      1.37e-03    1.2e-05
