time temp rho vol pzz tau tauvm dhug dray lgr_vel lgr_pos msst
100 294.633273733662 19.332616520159 67683.7855035779 -1244.556410658 -223.546434157243 544.66915078494 3.00646197687307 -48.5202519482011 0 0 -14448.8303354229
101 11749.3024569556 30.3244878409995 43150.0995708239 3873177.45408201 132383.296486217 330713.852638596 3270.77079276461 440653.698514998 25.3732559802229 -48.314813528714 -14451.5667523241
102 11508.8898200999 29.1105773081016 44949.4579212348 3145626.63078932 23312.38176955 61814.5039896155 -251.581186754139 -35060.022226206 23.5123215837254 -94.5399980448863 -14436.0885591063
103 10762.6755779737 29.2180464626016 44784.1258466141 3218346.59079729 13959.7932083353 34480.0432904772 105.134500565254 14520.1609708834 23.683311506014 -140.88424032015 -14451.982747359
104 10361.1087242367 29.1118236707109 44947.5335030226 3173936.33845418 1606.3822475411 36974.0322501877 -60.4392272380685 -7019.65496624541 23.5143118576715 -187.308403506479 -14436.004531353
105 10320.2472211802 29.078495877409 44999.0493074278 3158212.18927281 214.399662830867 30045.768231896 -118.761055729394 -15533.6834320514 23.4610331250838 -233.769996065567 -14435.9891391474
106 10269.3882054381 29.0799076211046 44996.8647363832 3141675.89479922 -14208.7626853201 35287.4870164955 -234.207152461063 -32375.7291430584 23.4632924545817 -280.284085470343 -14435.9225942069
107 10177.2981395701 29.1272253083724 44923.7665421309 3187330.79756207 -816.297594970325 4006.79766685704 8.51499155879425 3048.39472127426 23.5388921504261 -326.791964428802 -14435.9766400388
108 10174.9213952632 29.0986494275284 44967.8832356897 3184459.2637614 6376.3753462052 15927.1070195163 31.0517441087963 6351.40657321597 23.4932657344958 -373.260664927768 -14435.906609881
109 10157.3056903961 29.1348292348973 44912.041845986 3193624.14388428 -855.269445047248 7434.71911214338 40.4484592040671 7700.75968769519 23.5510180787268 -419.740763182596 -14435.8986697887
110 10227.9789345525 29.1338269638371 44913.5869241474 3176965.91993898 -8783.25144816516 21766.8293444694 -71.7067464009441 -8741.2160559753 23.5494201262706 -466.210362143639 -14436.0227221408
111 10182.0820697621 29.0726006359255 45008.174059132 3174984.21552739 8864.96742112748 57275.7154785171 4.82538880705906 2515.43753251759 23.4515961142171 -512.708906272962 -14435.9187812413
112 10135.5701192513 29.049545854432 45043.8941913349 3155117.97727811 3039.83921205392 9572.70957148248 -95.9319210441322 -12351.4326949986 23.4146535993208 -559.152628676237 -14435.9493225325
113 10244.6757735675 29.1263488393103 44925.1183865293 3187696.09177535 847.277812327724 34647.0772169295 12.6730753183489 3602.8922560201 23.5374940444072 -605.64720715073 -14435.9375954382
114 10101.2751490723 29.0929227418745 44976.7347675243 3167657.05437488 -4194.43933510734 21241.3482336275 -75.5488049181628 -9211.94779043552 23.484111293387 -652.149727059068 -14435.934207274
115 10043.5348726776 29.0385293690643 45060.9827082827 3156556.96851773 3352.81574404659 33384.6349659639 -70.5404781254654 -8520.74299572455 23.3969802942974 -698.668216036067 -14435.9583783266
116 10170.5802260242 29.1202114399337 44934.5868409101 3189658.2802924 3287.74505486828 39127.8262540111 34.9043324582097 6890.27990105422 23.5277015689757 -745.118935525468 -14435.9483644158
117 10178.7460175431 29.1273387859624 44923.591523026 3164338.51830136 -17029.8038196885 42023.3240418471 -149.545481599951 -19968.3801071253 23.5390731588796 -791.579637557775 -14435.9031460122
118 10246.45829913 29.1349265888361 44911.8917730432 3182075.60710637 -4241.71322330972 35541.3962148538 -38.9434168704281 -3868.78120820643 23.5511732873329 -838.038064052544 -14435.9836468227
119 10248.6387643225 29.1193910744839 44935.8527596394 3176686.67301323 -4532.4791653296 17336.0845098244 -52.8523807263668 -5904.15016114246 23.5263923290981 -884.474852940933 -14435.961983852
120 10206.7255814641 29.0207003127391 45088.6662166101 3138930.72861513 4357.58897739183 13658.7249681117 -164.344881360105 -22272.4158761301 23.3683494254933 -930.906328991642 -14435.9778539384
121 10139.0843070853 29.1872467004954 44831.3841727029 3199642.76257057 -12730.7561014849 34722.5753228591 4.32849121347498 2430.57937876182 23.6344359473908 -977.359510623549 -14435.9057231438
122 10217.9740683363 29.1648437524551 44865.821359431 3194801.82267378 -6710.30652006273 28164.7449588935 4.14143272264202 2409.44723379938 23.5988202817919 -1023.81173840479 -14435.8676077955
123 10181.9126824286 29.1143569879638 44943.6224991785 3175189.0981486 -5358.40384316375 30655.2486916712 -55.6328770845104 -6314.27699594153 23.5183567004214 -1070.31960672389 -14435.9846188402
