#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 433000      2.65e-02      1.20e-03      6.94e-03    1.2e-05
 434000      2.60e-01      4.29e-03      6.77e-02    1.2e-05
 435000      4.04e-01      3.75e-03      1.14e-01    1.2e-05
 436000      3.28e-01      1.14e-03      9.25e-02    1.2e-05
 437000      3.62e-01      1.64e-03      1.02e-01    1.2e-05
 438000      3.04e-01      3.06e-03      8.41e-02    1.2e-05
 439000      2.76e-02      1.88e-03      6.84e-03    1.2e-05
 440000      2.70e-01      2.38e-03      7.69e-02    1.1e-05
 441000      2.53e-01      7.13e-03      7.16e-02    1.1e-05
 442000      4.60e-01      8.30e-03      1.32e-01    1.1e-05
 443000      3.03e-01      1.77e-03      8.75e-02    1.1e-05
 444000      2.84e-01      7.91e-04      8.19e-02    1.1e-05
 445000      3.00e-01      5.11e-04      8.87e-02    1.0e-05
 446000      3.24e-01      5.91e-04      9.60e-02    1.0e-05
 447000      2.72e-01      1.35e-03      8.04e-02    1.0e-05
 448000      3.15e-01      9.65e-04      9.32e-02    1.0e-05
 449000      2.34e-01      4.66e-03      6.86e-02    1.0e-05
 450000      2.69e-01      4.21e-03      8.11e-02    9.9e-06
 451000      2.78e-01      1.27e-03      8.40e-02    9.9e-06
 452000      3.41e-01      3.61e-03      1.01e-01    9.9e-06
 453000      2.92e-01      2.30e-04      8.85e-02    9.9e-06
 454000      2.34e-01      2.94e-03      7.06e-02    9.9e-06
 455000      3.14e-01      3.45e-04      9.73e-02    9.4e-06
 456000      2.92e-01      2.65e-03      8.91e-02    9.4e-06
 457000      2.37e-01      8.85e-04      7.34e-02    9.4e-06
 458000      2.12e-01      1.74e-03      6.55e-02    9.4e-06
 459000      2.87e-01      9.66e-04      8.88e-02    9.4e-06
 460000      2.63e-01      3.55e-04      8.34e-02    8.9e-06
 461000      3.05e-01      1.56e-03      9.64e-02    8.9e-06
 462000      2.40e-01      3.76e-03      7.56e-02    8.9e-06
 463000      2.14e-01      2.80e-03      6.76e-02    8.9e-06
 464000      2.14e-01      1.60e-03      6.79e-02    8.9e-06
 465000      3.10e-01      1.96e-04      1.01e-01    8.5e-06
 466000      1.32e-01      1.06e-03      4.29e-02    8.5e-06
 467000      1.46e-01      1.09e-03      4.73e-02    8.5e-06
 468000      2.72e-01      8.28e-04      8.83e-02    8.5e-06
 469000      2.61e-01      3.95e-04      8.47e-02    8.5e-06
 470000      2.48e-01      3.85e-03      8.21e-02    8.1e-06
 471000      7.08e-02      1.33e-03      2.33e-02    8.1e-06
 472000      1.92e-01      2.38e-03      6.35e-02    8.1e-06
 473000      2.70e-01      1.54e-03      8.92e-02    8.1e-06
 474000      7.51e-02      1.74e-03      2.46e-02    8.1e-06
 475000      2.67e-01      3.51e-04      9.06e-02    7.7e-06
 476000      1.55e-01      3.73e-03      5.19e-02    7.7e-06
 477000      2.44e-01      5.59e-04      8.30e-02    7.7e-06
 478000      2.69e-01      2.44e-03      8.98e-02    7.7e-06
 479000      2.71e-01      2.08e-03      9.11e-02    7.7e-06
 480000      2.54e-01      1.22e-03      8.78e-02    7.3e-06
 481000      3.10e-01      8.91e-05      1.08e-01    7.3e-06
 482000      2.39e-02      2.01e-03      6.69e-03    7.3e-06
 483000      2.55e-01      8.70e-04      8.83e-02    7.3e-06
 484000      2.32e-01      3.05e-04      8.08e-02    7.3e-06
 485000      1.97e-01      1.50e-03      6.99e-02    6.9e-06
 486000      2.93e-01      9.15e-04      1.04e-01    6.9e-06
 487000      7.99e-02      1.95e-04      2.84e-02    6.9e-06
 488000      2.24e-02      3.00e-04      7.95e-03    6.9e-06
 489000      2.00e-02      6.98e-04      6.90e-03    6.9e-06
 490000      7.87e-02      3.65e-03      2.70e-02    6.6e-06
 491000      2.28e-01      2.02e-03      8.16e-02    6.6e-06
 492000      1.17e-01      2.66e-03      4.19e-02    6.6e-06
 493000      2.81e-01      6.16e-03      9.20e-02    6.6e-06
 494000      2.38e-01      1.20e-03      8.63e-02    6.6e-06
 495000      2.48e-01      3.50e-03      8.85e-02    6.2e-06
 496000      2.52e-01      1.72e-03      9.29e-02    6.2e-06
 497000      1.06e-01      6.56e-05      3.93e-02    6.2e-06
 498000      2.50e-01      7.40e-04      9.27e-02    6.2e-06
 499000      2.63e-01      9.34e-04      9.74e-02    6.2e-06
 500000      2.10e-01      2.94e-05      7.99e-02    5.9e-06
 501000      2.36e-01      3.80e-03      8.49e-02    5.9e-06
 502000      2.36e-01      6.84e-04      8.94e-02    5.9e-06
 503000      2.47e-01      1.36e-03      9.35e-02    5.9e-06
 504000      2.26e-01      3.24e-04      8.58e-02    5.9e-06
 505000      1.83e-01      3.83e-04      7.12e-02    5.6e-06
 506000      2.48e-01      1.22e-03      9.58e-02    5.6e-06
 507000      2.29e-01      8.22e-04      8.87e-02    5.6e-06
 508000      1.18e-01      1.56e-03      4.58e-02    5.6e-06
 509000      2.21e-01      3.38e-04      8.59e-02    5.6e-06
 510000      2.43e-01      2.46e-03      9.45e-02    5.3e-06
 511000      1.82e-01      1.14e-03      7.23e-02    5.3e-06
 512000      2.18e-01      1.27e-03      8.59e-02    5.3e-06
 513000      1.66e-01      7.78e-04      6.60e-02    5.3e-06
 514000      1.19e-01      2.46e-04      4.72e-02    5.3e-06
 515000      2.40e-01      2.19e-04      9.76e-02    5.1e-06
 516000      2.38e-01      2.83e-04      9.65e-02    5.1e-06
 517000      2.23e-01      2.26e-03      9.02e-02    5.1e-06
 518000      1.94e-01      3.80e-04      7.86e-02    5.1e-06
 519000      2.24e-01      8.46e-04      9.08e-02    5.1e-06
 520000      2.22e-01      2.34e-03      9.00e-02    4.8e-06
 521000      2.15e-01      1.47e-03      8.92e-02    4.8e-06
 522000      6.77e-02      1.22e-03      2.78e-02    4.8e-06
 523000      2.13e-01      9.48e-04      8.83e-02    4.8e-06
 524000      2.20e-01      1.63e-04      9.12e-02    4.8e-06
 525000      8.82e-02      2.15e-03      3.68e-02    4.6e-06
 526000      2.29e-01      1.43e-03      9.62e-02    4.6e-06
 527000      2.24e-01      2.00e-04      9.48e-02    4.6e-06
 528000      2.91e-02      1.39e-03      1.16e-02    4.6e-06
 529000      2.35e-01      1.28e-03      9.93e-02    4.6e-06
 530000      2.11e-01      2.41e-03      8.86e-02    4.4e-06
 531000      2.01e-01      1.31e-03      8.62e-02    4.4e-06
 532000      2.15e-01      4.26e-04      9.28e-02    4.4e-06
 533000      1.97e-01      2.66e-04      8.51e-02    4.4e-06
 534000      1.28e-01      1.61e-03      5.50e-02    4.4e-06
 535000      2.01e-01      7.78e-04      8.83e-02    4.1e-06
 536000      2.07e-01      6.24e-04      9.11e-02    4.1e-06
 537000      2.23e-01      2.96e-03      9.80e-02    4.1e-06
 538000      1.99e-01      3.73e-04      8.77e-02    4.1e-06
 539000      1.36e-01      2.50e-03      5.95e-02    4.1e-06
 540000      1.84e-01      3.45e-04      8.28e-02    3.9e-06
 541000      1.88e-01      7.24e-03      8.16e-02    3.9e-06
 542000      2.00e-01      1.81e-03      8.85e-02    3.9e-06
 543000      3.48e-02      1.80e-03      1.46e-02    3.9e-06
 544000      1.81e-01      6.48e-03      7.90e-02    3.9e-06
 545000      1.89e-01      3.63e-04      8.67e-02    3.7e-06
 546000      1.84e-01      3.83e-04      8.46e-02    3.7e-06
 547000      6.08e-02      9.44e-04      2.78e-02    3.7e-06
 548000      1.81e-01      7.87e-04      8.33e-02    3.7e-06
 549000      2.09e-01      7.82e-04      9.57e-02    3.7e-06
 550000      1.78e-01      2.08e-03      8.33e-02    3.5e-06
 551000      1.97e-01      2.11e-03      9.05e-02    3.5e-06
 552000      1.98e-01      6.66e-05      9.31e-02    3.5e-06
 553000      1.62e-01      5.10e-03      7.42e-02    3.5e-06
 554000      1.30e-01      2.03e-03      6.06e-02    3.5e-06
 555000      1.73e-01      6.00e-04      8.24e-02    3.4e-06
 556000      1.75e-01      8.81e-04      8.34e-02    3.4e-06
 557000      1.87e-01      8.27e-04      8.94e-02    3.4e-06
 558000      1.85e-01      2.10e-04      8.86e-02    3.4e-06
 559000      1.14e-01      2.61e-03      5.36e-02    3.4e-06
 560000      2.22e-01      8.09e-03      1.05e-01    3.2e-06
 561000      1.69e-01      3.87e-03      8.15e-02    3.2e-06
 562000      7.57e-02      1.85e-03      3.64e-02    3.2e-06
 563000      1.87e-01      1.64e-04      9.12e-02    3.2e-06
 564000      1.80e-01      1.23e-03      8.69e-02    3.2e-06
 565000      1.87e-01      2.88e-04      9.32e-02    3.0e-06
 566000      1.75e-01      6.24e-04      8.71e-02    3.0e-06
 567000      1.70e-01      8.53e-03      7.92e-02    3.0e-06
 568000      1.85e-01      3.64e-03      9.11e-02    3.0e-06
 569000      1.24e-01      3.04e-03      6.08e-02    3.0e-06
 570000      1.52e-01      9.38e-04      7.68e-02    2.9e-06
 571000      1.82e-01      1.32e-03      9.12e-02    2.9e-06
 572000      1.15e-01      9.15e-04      5.84e-02    2.9e-06
 573000      1.77e-01      3.31e-03      8.92e-02    2.9e-06
 574000      1.68e-01      1.10e-03      8.43e-02    2.9e-06
 575000      1.56e-01      8.16e-04      8.02e-02    2.7e-06
 576000      1.61e-01      2.02e-03      8.05e-02    2.7e-06
 577000      1.85e-01      2.44e-03      9.55e-02    2.7e-06
 578000      1.54e-01      1.57e-03      7.96e-02    2.7e-06
 579000      1.72e-01      3.11e-04      8.87e-02    2.7e-06
 580000      1.59e-01      8.03e-04      8.33e-02    2.6e-06
 581000      1.82e-01      2.31e-04      9.61e-02    2.6e-06
 582000      4.39e-02      5.92e-04      2.30e-02    2.6e-06
 583000      1.70e-01      1.52e-03      8.81e-02    2.6e-06
 584000      8.73e-02      1.96e-03      4.54e-02    2.6e-06
 585000      2.27e-02      2.87e-04      1.21e-02    2.5e-06
 586000      1.59e-01      1.17e-04      8.53e-02    2.5e-06
 587000      1.62e-01      1.07e-03      8.62e-02    2.5e-06
 588000      1.57e-01      6.68e-04      8.37e-02    2.5e-06
 589000      1.41e-02      4.72e-04      7.33e-03    2.5e-06
 590000      1.69e-01      4.90e-04      9.21e-02    2.4e-06
 591000      1.51e-01      2.15e-03      8.21e-02    2.4e-06
 592000      1.55e-01      1.01e-03      8.37e-02    2.4e-06
 593000      1.76e-01      6.62e-04      9.60e-02    2.4e-06
 594000      4.24e-02      1.19e-03      2.27e-02    2.4e-06
 595000      1.74e-01      1.38e-03      9.54e-02    2.2e-06
 596000      4.59e-02      3.62e-04      2.55e-02    2.2e-06
 597000      1.68e-01      1.27e-03      9.24e-02    2.2e-06
 598000      1.66e-01      2.77e-04      9.21e-02    2.2e-06
 599000      1.65e-01      8.16e-04      9.15e-02    2.2e-06
 600000      1.75e-01      2.38e-03      9.54e-02    2.1e-06
 601000      4.19e-02      3.68e-04      2.37e-02    2.1e-06
 602000      1.54e-01      5.62e-04      8.68e-02    2.1e-06
 603000      1.68e-01      2.05e-04      9.51e-02    2.1e-06
 604000      1.50e-01      4.43e-04      8.50e-02    2.1e-06
 605000      1.50e-01      1.33e-03      8.53e-02    2.0e-06
 606000      1.49e-01      5.41e-04      8.54e-02    2.0e-06
 607000      1.16e-01      7.01e-05      6.70e-02    2.0e-06
 608000      1.09e-01      1.75e-03      6.22e-02    2.0e-06
 609000      1.55e-01      4.14e-03      8.77e-02    2.0e-06
 610000      1.67e-01      1.10e-03      9.71e-02    1.9e-06
 611000      1.42e-01      4.52e-04      8.27e-02    1.9e-06
 612000      1.56e-01      6.77e-04      9.13e-02    1.9e-06
 613000      1.47e-01      6.44e-04      8.58e-02    1.9e-06
 614000      1.45e-02      1.85e-04      8.43e-03    1.9e-06
 615000      1.16e-01      8.15e-03      5.97e-02    1.8e-06
 616000      1.49e-01      6.66e-04      8.82e-02    1.8e-06
 617000      1.18e-01      2.48e-03      6.98e-02    1.8e-06
 618000      1.13e-01      7.94e-04      6.65e-02    1.8e-06
 619000      1.39e-01      3.19e-03      8.16e-02    1.8e-06
 620000      1.64e-01      1.43e-03      9.76e-02    1.7e-06
 621000      1.44e-02      8.83e-04      7.88e-03    1.7e-06
 622000      1.51e-01      3.86e-04      9.13e-02    1.7e-06
 623000      1.38e-01      3.19e-04      8.35e-02    1.7e-06
 624000      1.23e-01      1.50e-03      7.45e-02    1.7e-06
 625000      1.33e-01      3.13e-04      8.17e-02    1.6e-06
 626000      1.47e-01      1.31e-03      8.92e-02    1.6e-06
 627000      1.45e-01      1.31e-03      8.88e-02    1.6e-06
 628000      1.46e-01      1.65e-03      8.78e-02    1.6e-06
 629000      1.41e-01      3.52e-04      8.68e-02    1.6e-06
 630000      7.61e-02      3.13e-03      4.55e-02    1.6e-06
 631000      1.38e-01      1.41e-03      8.42e-02    1.6e-06
 632000      7.93e-02      4.46e-04      4.95e-02    1.6e-06
 633000      1.36e-01      6.06e-04      8.44e-02    1.6e-06
 634000      1.44e-01      1.45e-04      9.00e-02    1.6e-06
 635000      1.38e-01      1.66e-03      8.48e-02    1.5e-06
 636000      1.47e-01      1.53e-04      9.32e-02    1.5e-06
 637000      1.44e-01      3.47e-03      9.02e-02    1.5e-06
 638000      1.26e-01      3.30e-04      7.97e-02    1.5e-06
 639000      5.23e-02      1.24e-03      3.27e-02    1.5e-06
 640000      1.44e-01      4.02e-03      9.09e-02    1.4e-06
 641000      1.34e-01      6.28e-04      8.61e-02    1.4e-06
 642000      1.32e-02      9.98e-04      7.20e-03    1.4e-06
 643000      1.48e-01      5.97e-04      9.54e-02    1.4e-06
 644000      1.37e-01      3.47e-04      8.84e-02    1.4e-06
 645000      1.26e-01      1.53e-03      8.18e-02    1.3e-06
 646000      1.35e-01      8.86e-04      8.76e-02    1.3e-06
 647000      1.31e-01      3.71e-04      8.58e-02    1.3e-06
 648000      1.12e-02      2.24e-04      7.25e-03    1.3e-06
 649000      1.44e-01      2.26e-03      8.94e-02    1.3e-06
 650000      1.53e-01      2.18e-03      1.01e-01    1.3e-06
 651000      1.36e-01      1.41e-03      8.83e-02    1.3e-06
 652000      1.33e-01      1.01e-04      8.80e-02    1.3e-06
 653000      3.82e-02      3.12e-04      2.53e-02    1.3e-06
 654000      1.35e-01      1.96e-03      8.60e-02    1.3e-06
 655000      1.30e-01      5.51e-04      8.73e-02    1.2e-06
 656000      1.27e-01      2.39e-04      8.57e-02    1.2e-06
 657000      1.42e-01      7.92e-04      9.58e-02    1.2e-06
 658000      1.30e-02      6.37e-04      8.22e-03    1.2e-06
 659000      1.39e-01      7.83e-04      9.27e-02    1.2e-06
 660000      1.32e-01      1.47e-03      8.78e-02    1.1e-06
 661000      1.31e-01      1.66e-04      8.92e-02    1.1e-06
 662000      1.39e-01      2.91e-04      9.46e-02    1.1e-06
 663000      1.45e-01      2.15e-03      9.49e-02    1.1e-06
 664000      1.20e-01      2.64e-04      8.22e-02    1.1e-06
 665000      1.39e-01      1.33e-03      9.44e-02    1.1e-06
 666000      1.43e-01      1.32e-03      9.72e-02    1.1e-06
 667000      1.11e-01      1.46e-04      7.70e-02    1.1e-06
 668000      1.02e-01      3.87e-03      6.80e-02    1.1e-06
 669000      1.37e-01      8.17e-04      9.42e-02    1.1e-06
 670000      1.35e-02      1.15e-03      7.59e-03    1.0e-06
 671000      1.30e-01      3.85e-03      8.90e-02    1.0e-06
 672000      1.52e-02      1.31e-03      8.47e-03    1.0e-06
 673000      1.20e-01      1.13e-04      8.40e-02    1.0e-06
 674000      1.24e-01      4.53e-03      8.37e-02    1.0e-06
 675000      1.29e-01      7.76e-04      9.09e-02    9.8e-07
 676000      1.05e-01      1.46e-03      7.39e-02    9.8e-07
 677000      9.96e-02      1.79e-03      7.02e-02    9.8e-07
 678000      1.33e-01      3.27e-03      9.30e-02    9.8e-07
 679000      1.31e-01      1.76e-03      8.92e-02    9.8e-07
 680000      1.28e-01      1.50e-03      8.94e-02    9.3e-07
 681000      1.85e-02      3.86e-04      1.32e-02    9.3e-07
 682000      1.29e-01      1.79e-03      8.88e-02    9.3e-07
 683000      1.04e-01      1.42e-03      7.22e-02    9.3e-07
 684000      1.40e-01      5.52e-03      9.66e-02    9.3e-07
 685000      1.25e-02      1.09e-03      7.18e-03    8.9e-07
 686000      1.10e-01      8.88e-04      8.00e-02    8.9e-07
 687000      7.61e-02      1.48e-03      5.49e-02    8.9e-07
 688000      9.25e-02      8.50e-04      6.72e-02    8.9e-07
 689000      1.16e-01      5.45e-04      8.40e-02    8.9e-07
 690000      1.26e-02      5.32e-04      8.87e-03    8.4e-07
 691000      1.14e-01      6.15e-05      8.39e-02    8.4e-07
 692000      1.35e-01      1.89e-03      9.53e-02    8.4e-07
 693000      1.16e-01      9.69e-04      8.39e-02    8.4e-07
 694000      1.24e-01      1.80e-05      9.13e-02    8.4e-07
 695000      5.03e-02      7.33e-04      3.73e-02    8.0e-07
 696000      1.11e-01      4.16e-04      8.27e-02    8.0e-07
 697000      1.20e-01      8.46e-04      8.84e-02    8.0e-07
 698000      1.32e-01      1.57e-03      9.55e-02    8.0e-07
 699000      1.35e-01      9.95e-04      9.92e-02    8.0e-07
 700000      1.28e-02      7.21e-04      8.82e-03    7.6e-07
 701000      1.10e-01      6.89e-03      7.39e-02    7.6e-07
 702000      1.06e-01      2.80e-04      7.96e-02    7.6e-07
 703000      1.21e-01      6.53e-04      9.06e-02    7.6e-07
 704000      1.31e-01      5.12e-03      9.47e-02    7.6e-07
 705000      1.26e-01      1.66e-03      9.25e-02    7.2e-07
 706000      5.20e-02      1.23e-03      3.91e-02    7.2e-07
 707000      9.29e-02      1.30e-03      7.04e-02    7.2e-07
 708000      1.19e-01      1.67e-03      9.06e-02    7.2e-07
 709000      1.32e-01      9.06e-04      9.95e-02    7.2e-07
 710000      1.07e-01      5.31e-04      8.21e-02    6.9e-07
 711000      1.25e-01      6.29e-04      9.58e-02    6.9e-07
 712000      1.30e-01      8.77e-04      1.00e-01    6.9e-07
 713000      1.05e-01      7.73e-04      7.97e-02    6.9e-07
 714000      1.24e-01      9.85e-05      9.56e-02    6.9e-07
 715000      5.34e-02      5.84e-05      4.16e-02    6.5e-07
 716000      1.14e-01      6.98e-04      8.80e-02    6.5e-07
 717000      1.15e-01      8.18e-06      8.91e-02    6.5e-07
 718000      9.54e-02      1.76e-03      7.36e-02    6.5e-07
 719000      1.25e-01      1.71e-03      9.32e-02    6.5e-07
 720000      1.13e-01      7.47e-04      8.80e-02    6.2e-07
 721000      1.33e-01      5.27e-03      1.00e-01    6.2e-07
 722000      8.76e-02      3.26e-03      6.64e-02    6.2e-07
 723000      1.41e-01      1.38e-03      1.10e-01    6.2e-07
 724000      1.21e-01      1.14e-03      9.31e-02    6.2e-07
 725000      1.14e-01      1.30e-03      8.77e-02    5.9e-07
 726000      1.14e-01      3.55e-03      8.86e-02    5.9e-07
 727000      1.12e-01      4.91e-04      8.86e-02    5.9e-07
 728000      9.38e-02      4.07e-04      7.44e-02    5.9e-07
 729000      4.39e-02      1.51e-03      3.38e-02    5.9e-07
 730000      1.29e-01      1.99e-03      9.81e-02    5.6e-07
 731000      6.59e-02      8.69e-04      5.25e-02    5.6e-07
 732000      1.11e-01      2.04e-05      8.87e-02    5.6e-07
 733000      1.12e-02      4.09e-04      8.67e-03    5.6e-07
 734000      1.27e-01      2.69e-03      9.19e-02    5.6e-07
 735000      5.07e-02      7.99e-05      4.10e-02    5.3e-07
 736000      1.08e-01      6.63e-03      7.87e-02    5.3e-07
 737000      1.12e-01      4.99e-04      9.09e-02    5.3e-07
 738000      1.17e-01      1.06e-03      9.27e-02    5.3e-07
 739000      9.40e-02      3.35e-03      7.35e-02    5.3e-07
 740000      1.14e-01      5.16e-04      9.30e-02    5.1e-07
 741000      1.09e-01      2.70e-03      8.78e-02    5.1e-07
 742000      9.97e-02      5.44e-03      7.50e-02    5.1e-07
 743000      8.50e-02      2.20e-03      6.81e-02    5.1e-07
 744000      1.37e-01      3.80e-03      9.27e-02    5.1e-07
 745000      1.12e-01      1.52e-03      8.82e-02    4.8e-07
 746000      1.06e-01      1.17e-03      8.68e-02    4.8e-07
 747000      1.20e-01      1.12e-03      9.69e-02    4.8e-07
 748000      1.16e-01      1.70e-03      9.09e-02    4.8e-07
 749000      1.11e-01      3.60e-04      9.14e-02    4.8e-07
 750000      1.14e-01      1.70e-03      9.06e-02    4.6e-07
 751000      1.10e-01      1.17e-03      8.92e-02    4.6e-07
 752000      8.86e-02      8.47e-04      7.33e-02    4.6e-07
 753000      1.10e-01      1.13e-03      8.93e-02    4.6e-07
 754000      1.08e-01      7.21e-04      8.90e-02    4.6e-07
 755000      9.85e-02      3.79e-04      8.21e-02    4.3e-07
 756000      1.08e-01      7.16e-04      8.91e-02    4.3e-07
 757000      4.26e-02      1.06e-03      3.51e-02    4.3e-07
 758000      1.28e-01      3.11e-03      1.05e-01    4.3e-07
 759000      1.11e-02      1.62e-04      9.19e-03    4.3e-07
 760000      8.54e-02      1.59e-03      7.13e-02    4.1e-07
 761000      1.03e-01      7.12e-05      8.70e-02    4.1e-07
 762000      1.04e-01      2.08e-04      8.79e-02    4.1e-07
 763000      1.06e-01      5.05e-04      8.90e-02    4.1e-07
 764000      1.06e-01      3.66e-04      8.90e-02    4.1e-07
 765000      8.34e-02      5.69e-04      7.00e-02    3.9e-07
 766000      8.82e-02      9.30e-04      7.46e-02    3.9e-07
 767000      1.02e-02      7.79e-04      7.31e-03    3.9e-07
 768000      1.07e-01      1.59e-03      8.68e-02    3.9e-07
 769000      1.00e-01      2.32e-04      8.49e-02    3.9e-07
 770000      1.12e-01      1.64e-03      9.54e-02    3.7e-07
 771000      1.02e-01      1.48e-03      8.32e-02    3.7e-07
 772000      1.12e-01      7.92e-05      9.55e-02    3.7e-07
 773000      1.13e-01      2.16e-03      9.53e-02    3.7e-07
 774000      1.44e-01      3.40e-03      1.08e-01    3.7e-07
 775000      1.09e-01      9.13e-04      9.25e-02    3.5e-07
 776000      1.04e-01      1.86e-03      8.31e-02    3.5e-07
 777000      1.04e-01      2.88e-04      8.93e-02    3.5e-07
 778000      1.38e-01      3.81e-04      1.18e-01    3.5e-07
 779000      1.02e-01      3.05e-03      8.58e-02    3.5e-07
 780000      9.84e-03      2.48e-05      8.52e-03    3.4e-07
 781000      1.12e-01      1.64e-04      9.67e-02    3.4e-07
 782000      1.14e-01      2.40e-04      9.91e-02    3.4e-07
 783000      8.75e-02      3.32e-04      7.55e-02    3.4e-07
 784000      2.63e-02      1.15e-04      2.27e-02    3.4e-07
 785000      1.08e-01      1.30e-03      9.10e-02    3.2e-07
 786000      6.41e-02      1.55e-03      5.50e-02    3.2e-07
 787000      1.06e-01      1.78e-03      8.68e-02    3.2e-07
 788000      1.53e-02      2.90e-04      1.32e-02    3.2e-07
 789000      1.01e-01      4.36e-04      8.81e-02    3.2e-07
 790000      8.54e-02      2.09e-04      7.48e-02    3.0e-07
 791000      7.89e-03      1.77e-04      6.83e-03    3.0e-07
 792000      7.58e-02      1.35e-03      6.59e-02    3.0e-07
 793000      1.11e-02      4.23e-04      9.38e-03    3.0e-07
 794000      9.47e-02      1.05e-03      8.09e-02    3.0e-07
 795000      1.10e-01      8.44e-04      9.59e-02    2.9e-07
 796000      2.49e-02      5.74e-04      2.17e-02    2.9e-07
 797000      8.74e-02      2.39e-04      7.69e-02    2.9e-07
 798000      1.06e-01      3.88e-04      9.30e-02    2.9e-07
 799000      9.24e-02      2.14e-04      8.14e-02    2.9e-07
 800000      1.20e-01      6.90e-04      1.06e-01    2.7e-07
 801000      8.33e-03      3.22e-04      7.10e-03    2.7e-07
 802000      1.05e-02      1.12e-04      9.24e-03    2.7e-07
 803000      1.06e-01      3.78e-04      9.36e-02    2.7e-07
 804000      9.03e-02      4.16e-04      8.00e-02    2.7e-07
 805000      1.06e-01      1.80e-03      8.86e-02    2.6e-07
 806000      7.17e-02      8.57e-04      6.37e-02    2.6e-07
 807000      8.36e-03      5.76e-05      7.44e-03    2.6e-07
 808000      9.48e-02      1.15e-04      8.45e-02    2.6e-07
 809000      1.21e-01      1.86e-03      1.08e-01    2.6e-07
 810000      8.36e-02      2.46e-03      7.32e-02    2.5e-07
 811000      1.40e-02      5.17e-04      1.22e-02    2.5e-07
 812000      9.90e-02      1.43e-03      8.49e-02    2.5e-07
 813000      9.50e-02      3.45e-04      8.51e-02    2.5e-07
 814000      9.13e-02      4.52e-04      8.14e-02    2.5e-07
 815000      9.66e-02      3.14e-03      8.47e-02    2.3e-07
 816000      9.71e-02      5.38e-04      8.74e-02    2.3e-07
 817000      1.06e-01      7.12e-04      9.51e-02    2.3e-07
 818000      9.13e-02      1.11e-03      7.98e-02    2.3e-07
 819000      1.04e-01      1.13e-03      9.13e-02    2.3e-07
 820000      9.87e-02      6.54e-04      8.85e-02    2.2e-07
 821000      8.99e-03      4.07e-04      7.70e-03    2.2e-07
 822000      1.01e-01      1.15e-03      8.94e-02    2.2e-07
 823000      8.01e-02      1.77e-03      7.16e-02    2.2e-07
 824000      9.70e-02      1.15e-04      8.77e-02    2.2e-07
 825000      9.65e-02      5.07e-04      8.72e-02    2.1e-07
 826000      1.22e-01      1.61e-03      1.10e-01    2.1e-07
 827000      1.16e-01      1.61e-03      1.01e-01    2.1e-07
 828000      8.63e-03      4.91e-04      7.18e-03    2.1e-07
 829000      8.30e-02      9.21e-04      7.52e-02    2.1e-07
 830000      9.87e-02      1.38e-03      8.65e-02    2.0e-07
 831000      1.02e-01      1.23e-04      9.32e-02    2.0e-07
 832000      9.83e-02      5.13e-04      8.93e-02    2.0e-07
 833000      9.87e-02      8.63e-04      8.87e-02    2.0e-07
 834000      1.09e-01      2.26e-03      9.84e-02    2.0e-07
 835000      1.06e-01      3.96e-03      9.37e-02    1.9e-07
 836000      6.73e-02      5.24e-04      6.16e-02    1.9e-07
 837000      8.11e-03      1.88e-04      7.34e-03    1.9e-07
 838000      9.93e-02      6.40e-04      9.02e-02    1.9e-07
 839000      4.55e-02      5.59e-04      4.15e-02    1.9e-07
 840000      9.46e-02      6.16e-03      7.73e-02    1.8e-07
 841000      1.02e-01      1.66e-03      8.88e-02    1.8e-07
 842000      1.25e-01      2.44e-03      1.14e-01    1.8e-07
 843000      9.88e-02      1.31e-03      8.77e-02    1.8e-07
 844000      1.28e-01      1.10e-03      1.18e-01    1.8e-07
 845000      1.12e-01      1.69e-03      9.89e-02    1.7e-07
 846000      8.83e-02      3.25e-03      7.87e-02    1.7e-07
 847000      1.05e-01      7.02e-03      8.59e-02    1.7e-07
 848000      1.11e-01      9.63e-04      1.01e-01    1.7e-07
 849000      8.74e-03      4.85e-04      7.42e-03    1.7e-07
 850000      8.06e-02      1.27e-03      7.09e-02    1.6e-07
 851000      9.46e-03      1.84e-05      8.77e-03    1.6e-07
 852000      1.17e-01      1.92e-03      1.02e-01    1.6e-07
 853000      9.29e-02      3.24e-03      8.35e-02    1.6e-07
 854000      9.03e-02      5.24e-04      8.32e-02    1.6e-07
 855000      7.36e-02      8.21e-04      6.67e-02    1.6e-07
 856000      9.15e-02      3.10e-03      8.26e-02    1.6e-07
 857000      8.04e-02      2.83e-03      7.25e-02    1.6e-07
 858000      1.10e-01      8.59e-04      1.01e-01    1.6e-07
 859000      8.69e-02      2.01e-03      7.98e-02    1.6e-07
 860000      7.77e-03      3.34e-04      6.91e-03    1.5e-07
 861000      1.06e-01      2.28e-03      8.94e-02    1.5e-07
 862000      8.86e-02      1.33e-04      8.27e-02    1.5e-07
 863000      7.93e-02      6.62e-04      7.30e-02    1.5e-07
 864000      8.94e-02      1.33e-03      8.30e-02    1.5e-07
 865000      9.23e-02      1.45e-03      8.20e-02    1.4e-07
 866000      8.32e-02      3.05e-03      7.53e-02    1.4e-07
 867000      7.04e-02      5.33e-04      6.58e-02    1.4e-07
 868000      9.83e-02      1.13e-03      8.96e-02    1.4e-07
