# LAMMPS data file written by OVITO Basic 3.5.3
48 atoms
3 atom types
0.0 6.0853224329 xlo xhi
0.0 9.2428105917 ylo yhi
0.0 19.5171276224 zlo zhi
2.5049497494 -1.459663 0.0 xy xz yz

Atoms  # atomic

1 1 5.9587176116 1.5436519605 0.6238623204
2 1 2.9092217314 0.6924378988 1.0421062582
3 1 0.4718617528 1.152760538 12.8220788223
4 1 2.4338987023 8.7701825777 18.1092666719
5 1 5.1786995494 1.4527008327 15.6644459017
6 1 2.9784439578 0.3785858796 17.6910229402
7 1 2.1426363494 2.3065893593 15.2598327418
8 1 4.050104824 1.9244150597 7.9455964132
9 1 3.5085851845 0.3003854531 13.2257377024
10 1 2.6725455062 2.2275442099 10.7875300577
11 1 4.5800142334 1.8453712903 3.4732956706
12 1 2.3790822227 0.7706378902 5.5073894358
13 1 1.5439500325 2.699259786 3.068682938
14 1 1.0015549404 1.0728061943 8.3492123327
15 1 6.7937006205 4.6245887723 0.6238626876
16 1 3.7442049367 3.7733747813 1.0421064488
17 1 1.3068445535 4.2336972343 12.8220786946
18 1 0.7639324235 2.6083090258 18.10926672
19 1 6.0136824423 4.5336375027 15.6644457571
20 1 3.8134274641 3.4595228928 17.6910230917
21 1 2.9776191111 5.3875260798 15.2598326376
22 1 5.7210960003 3.0791533184 10.3839137797
23 1 4.8850880542 5.0053518549 7.9455965822
24 1 4.3435683016 3.3813222459 13.225737545
25 1 3.5075288372 5.3084813003 10.7875303708
26 1 6.250788681 2.9991992742 5.9110488737
27 1 5.4149971937 4.9263081102 3.4732957926
28 1 3.2140658153 3.851574815 5.5073896672
29 1 2.3789331985 5.7801968713 3.0686832326
30 1 1.8365383707 4.1537430455 8.3492128318
31 1 7.6286836647 7.7055256031 0.6238625722
32 1 4.5791879249 6.8543116381 1.0421062928
33 1 2.1418279212 7.3146342195 12.8220787253
34 1 1.598915329 5.68924581 18.1092665922
35 1 6.8486657492 7.6145743196 15.6644457678
36 1 4.6484102223 6.5404597374 17.6910230426
37 1 3.8126026401 8.4684630015 15.2598326569
38 1 6.556079365 6.1600901483 10.3839139091
39 1 5.7200713365 8.0862887974 7.9455965113
40 1 5.1785515298 6.4622590966 13.2257376538
41 1 4.3425120973 8.3894181562 10.7875301771
42 1 7.0857716191 6.0801359754 5.911049088
43 1 6.2499803 8.0072448936 3.4732957337
44 1 4.0490487812 6.9325116381 5.5073897847
45 1 3.2139164003 8.8611335868 3.0686828716
46 1 2.6715213626 7.2346798869 8.3492126499
47 1 7.3910626963 9.2410270244 10.3839137645
48 1 7.9207548916 9.1610729174 5.9110487247
