# LAMMPS data file written by OVITO Basic 3.5.3
32 atoms
3 atom types
0.0 6.394549 xlo xhi
0.0 22.082878 ylo yhi
0.0 5.182466 zlo zhi

Atoms  # atomic

1 1 0.1228623067 7.4318271901 3.0762962702
2 1 3.3201393645 7.4318271901 3.0762962702
3 1 1.7215021145 6.5151693535 0.4850648249
4 1 4.9187766145 6.5151693535 0.4850648249
5 1 1.7215021145 10.1921895901 3.0762962702
6 1 4.9187766145 10.1921895901 3.0762962702
7 1 0.1228623067 9.2756346596 0.4850648249
8 1 3.3201393645 9.2756346596 0.4850648249
9 1 0.1228623067 12.9525676689 3.0762962702
10 1 3.3201393645 12.9525676689 3.0762962702
11 1 1.7215021145 15.7128329042 3.0762962702
12 1 4.9187766145 15.7128329042 3.0762962702
13 1 0.1228623067 14.7964630282 0.4850643067
14 1 1.7215021145 12.0361114489 0.4850643067
15 1 4.9187766145 12.0361114489 0.4850643067
16 1 3.3201393645 14.7964630282 0.4850643067
17 1 0.1228623067 18.4730524279 3.0762962702
18 1 3.3201393645 18.4730524279 3.0762962702
19 1 1.7215021145 21.2334040072 3.0762962702
20 1 4.9187766145 21.2334040072 3.0762962702
21 1 1.7215021145 17.5566485443 0.4850637884
22 1 4.9187766145 17.5566485443 0.4850637884
23 1 0.1228623067 20.3169477872 0.4850637884
24 1 3.3201393645 20.3169477872 0.4850637884
25 1 0.1228623067 1.9110027965 3.0762962702
26 1 3.3201393645 1.9110027965 3.0762962702
27 1 1.7215021145 0.9944138584 0.4850632702
28 1 4.9187766145 0.9944138584 0.4850632702
29 1 1.7215021145 4.6714338742 3.0762962702
30 1 4.9187766145 4.6714338742 3.0762962702
31 1 0.1228623067 3.7547762583 0.4850632702
32 1 3.3201393645 3.7547762583 0.4850632702
