#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
1061000      1.21e-01      2.55e-02      1.60e-03    3.4e-04
1062000      1.15e-01      3.58e-03      6.15e-03    3.4e-04
1063000      7.39e-01      3.21e-03      4.00e-02    3.4e-04
1064000      1.51e+00      1.77e-02      8.17e-02    3.4e-04
1065000      2.01e+00      8.53e-03      1.09e-01    3.4e-04
1066000      1.59e+00      3.12e-02      8.54e-02    3.4e-04
1067000      1.19e+00      9.73e-03      6.45e-02    3.4e-04
1068000      2.88e+00      8.79e-03      1.56e-01    3.4e-04
1069000      5.04e-01      2.39e-02      2.70e-02    3.4e-04
1070000      1.20e+00      2.17e-02      6.45e-02    3.4e-04
1071000      8.64e-01      3.98e-02      4.57e-02    3.4e-04
1072000      1.64e+00      1.61e-02      8.87e-02    3.4e-04
1073000      9.18e-01      2.08e-02      4.95e-02    3.4e-04
1074000      3.17e-01      6.65e-02      1.56e-02    3.4e-04
1075000      7.81e-01      2.71e-02      4.17e-02    3.4e-04
1076000      1.64e-01      2.43e-02      6.44e-03    3.4e-04
1077000      6.70e-01      2.91e-03      3.62e-02    3.4e-04
1078000      1.08e+00      1.79e-02      5.81e-02    3.4e-04
1079000      9.90e-01      1.69e-02      5.34e-02    3.4e-04
1080000      9.27e-01      8.24e-05      5.02e-02    3.4e-04
1081000      5.67e-01      9.62e-03      3.06e-02    3.4e-04
1082000      2.27e-01      4.96e-02      8.63e-03    3.4e-04
1083000      7.32e-01      2.99e-02      3.89e-02    3.4e-04
1084000      6.47e-01      2.00e-02      3.46e-02    3.4e-04
1085000      1.03e+00      1.10e-02      5.59e-02    3.4e-04
1086000      1.06e+00      2.25e-02      5.68e-02    3.4e-04
1087000      7.32e-01      2.55e-03      3.96e-02    3.4e-04
1088000      1.41e+00      6.20e-03      7.62e-02    3.4e-04
1089000      8.89e-01      2.26e-02      4.80e-02    3.4e-04
1090000      5.34e-01      6.96e-03      2.89e-02    3.4e-04
1091000      2.19e+00      6.42e-03      1.18e-01    3.4e-04
1092000      2.28e-01      1.76e-02      1.15e-02    3.4e-04
1093000      7.20e-01      1.81e-02      3.87e-02    3.4e-04
1094000      7.00e-01      9.70e-03      3.78e-02    3.4e-04
1095000      1.14e+00      3.86e-02      6.15e-02    3.4e-04
1096000      6.45e-01      1.97e-02      3.46e-02    3.4e-04
1097000      2.79e-01      5.10e-02      8.12e-03    3.4e-04
1098000      3.12e-01      2.84e-03      1.69e-02    3.4e-04
1099000      5.69e-02      1.39e-03      3.06e-03    3.4e-04
1100000      5.08e-02      6.06e-03      2.34e-03    3.2e-04
1101000      1.11e+00      1.05e-02      6.16e-02    3.2e-04
1102000      6.29e-01      3.02e-02      3.41e-02    3.2e-04
1103000      6.46e-01      3.33e-03      3.59e-02    3.2e-04
1104000      1.05e+00      4.55e-02      5.76e-02    3.2e-04
1105000      7.75e-01      9.30e-02      3.56e-02    3.2e-04
1106000      1.70e+00      1.94e-02      9.42e-02    3.2e-04
1107000      7.69e-01      4.26e-03      4.27e-02    3.2e-04
1108000      1.12e+00      3.18e-02      6.20e-02    3.2e-04
1109000      8.70e-01      8.72e-03      4.82e-02    3.2e-04
1110000      1.52e-01      2.11e-02      6.45e-03    3.2e-04
1111000      7.37e-01      1.30e-03      4.09e-02    3.2e-04
1112000      2.16e-01      6.43e-03      1.19e-02    3.2e-04
1113000      5.02e-01      1.75e-02      2.77e-02    3.2e-04
1114000      2.83e-01      2.06e-02      1.53e-02    3.2e-04
1115000      8.78e-01      8.60e-03      4.87e-02    3.2e-04
1116000      8.13e-01      4.88e-03      4.51e-02    3.2e-04
1117000      1.06e+00      3.60e-02      5.82e-02    3.2e-04
1118000      8.82e-01      1.41e-02      4.89e-02    3.2e-04
1119000      1.48e-01      2.42e-02      5.32e-03    3.2e-04
1120000      6.40e-01      5.17e-02      3.29e-02    3.2e-04
1121000      5.73e-01      2.40e-02      3.15e-02    3.2e-04
1122000      9.29e-01      4.89e-04      5.16e-02    3.2e-04
1123000      9.15e-01      6.44e-03      5.08e-02    3.2e-04
1124000      6.64e-01      2.14e-02      3.64e-02    3.2e-04
1125000      8.34e-01      1.28e-03      4.63e-02    3.2e-04
1126000      1.57e-01      1.21e-02      8.11e-03    3.2e-04
1127000      5.40e-01      1.51e-02      2.97e-02    3.2e-04
1128000      1.80e+00      4.38e-03      9.98e-02    3.2e-04
1129000      6.48e-01      1.24e-02      3.59e-02    3.2e-04
1130000      2.51e+00      1.16e-02      1.39e-01    3.2e-04
1131000      5.75e-01      3.55e-02      3.06e-02    3.2e-04
1132000      8.36e-01      2.92e-03      4.64e-02    3.2e-04
1133000      1.04e+00      3.19e-02      5.69e-02    3.2e-04
1134000      1.05e+00      3.90e-02      5.80e-02    3.2e-04
1135000      1.24e+00      1.59e-03      6.90e-02    3.2e-04
1136000      9.54e-02      1.32e-02      4.70e-03    3.2e-04
1137000      1.02e+00      1.59e-02      5.65e-02    3.2e-04
1138000      6.74e-01      2.39e-02      3.69e-02    3.2e-04
1139000      7.67e-01      2.91e-02      4.19e-02    3.2e-04
1140000      1.24e-01      1.07e-02      6.63e-03    3.2e-04
1141000      1.40e-01      1.65e-02      7.14e-03    3.2e-04
1142000      6.72e-02      5.01e-03      3.62e-03    3.2e-04
1143000      6.13e-01      1.79e-02      3.37e-02    3.2e-04
1144000      8.02e-01      3.83e-02      4.34e-02    3.2e-04
1145000      1.31e-01      1.91e-02      5.31e-03    3.2e-04
1146000      7.74e-01      2.90e-03      4.30e-02    3.2e-04
1147000      1.18e-01      5.08e-03      6.42e-03    3.2e-04
1148000      8.40e-01      3.09e-02      4.59e-02    3.2e-04
1149000      5.81e-01      3.17e-02      3.17e-02    3.2e-04
1150000      1.25e-01      7.28e-03      6.83e-03    3.1e-04
1151000      7.78e-01      9.04e-03      4.43e-02    3.1e-04
1152000      1.60e+00      1.39e-01      8.32e-02    3.1e-04
1153000      8.84e-01      2.39e-03      5.03e-02    3.1e-04
1154000      6.15e-02      7.04e-03      2.94e-03    3.1e-04
1155000      7.58e-01      1.56e-02      4.30e-02    3.1e-04
1156000      3.25e-01      8.41e-02      9.33e-03    3.1e-04
1157000      4.93e-02      1.80e-03      2.77e-03    3.1e-04
1158000      7.27e-01      2.30e-02      4.09e-02    3.1e-04
1159000      7.49e-01      7.08e-02      4.05e-02    3.1e-04
1160000      9.66e-01      1.17e-01      4.52e-02    3.1e-04
1161000      5.53e-01      1.01e-02      3.14e-02    3.1e-04
1162000      5.86e-01      1.45e-02      3.32e-02    3.1e-04
1163000      8.56e-01      1.64e-02      4.86e-02    3.1e-04
1164000      1.40e+00      1.77e-02      7.98e-02    3.1e-04
1165000      1.33e+00      1.72e-02      7.57e-02    3.1e-04
1166000      1.96e+00      1.35e-02      1.11e-01    3.1e-04
1167000      6.27e-01      2.07e-02      3.53e-02    3.1e-04
1168000      1.98e+00      6.37e-02      1.12e-01    3.1e-04
1169000      1.25e-01      3.48e-02      2.68e-03    3.1e-04
1170000      7.92e-01      1.47e-02      4.49e-02    3.1e-04
1171000      7.46e-01      1.61e-02      4.23e-02    3.1e-04
1172000      1.43e+00      1.35e-02      8.17e-02    3.1e-04
1173000      7.27e-01      1.94e-02      4.11e-02    3.1e-04
1174000      1.15e-01      4.38e-02      5.04e-03    3.1e-04
1175000      2.15e-01      4.79e-03      1.22e-02    3.1e-04
1176000      1.06e-01      8.44e-03      5.81e-03    3.1e-04
1177000      2.46e-01      2.44e-02      1.32e-02    3.1e-04
1178000      1.08e+00      7.77e-02      5.99e-02    3.1e-04
1179000      6.82e-02      8.63e-03      3.11e-03    3.1e-04
1180000      1.18e+00      2.23e-03      6.70e-02    3.1e-04
1181000      8.23e-01      3.08e-02      4.62e-02    3.1e-04
1182000      7.27e-01      5.99e-02      3.98e-02    3.1e-04
1183000      1.23e-01      1.19e-02      6.20e-03    3.1e-04
1184000      5.91e-01      1.27e-02      3.33e-02    3.1e-04
1185000      7.74e-01      2.06e-02      4.38e-02    3.1e-04
1186000      4.54e-01      2.60e-02      2.49e-02    3.1e-04
1187000      2.29e-01      1.11e-02      1.29e-02    3.1e-04
1188000      1.42e+00      1.10e-02      8.11e-02    3.1e-04
1189000      1.45e-01      9.80e-03      7.82e-03    3.1e-04
1190000      3.58e-01      1.15e-02      2.01e-02    3.1e-04
1191000      5.40e-01      1.52e-03      3.07e-02    3.1e-04
1192000      1.15e-01      2.37e-03      6.51e-03    3.1e-04
1193000      8.12e-01      1.28e-02      4.61e-02    3.1e-04
1194000      9.98e-01      8.22e-02      5.24e-02    3.1e-04
1195000      1.23e+00      2.35e-02      7.00e-02    3.1e-04
1196000      6.59e-01      3.40e-02      3.70e-02    3.1e-04
1197000      3.10e-01      4.29e-02      1.57e-02    3.1e-04
1198000      8.76e-02      1.97e-02      3.30e-03    3.1e-04
1199000      1.40e+00      4.24e-02      7.92e-02    3.1e-04
1200000      3.50e-01      1.41e-02      2.01e-02    2.9e-04
1201000      7.31e-01      2.61e-02      4.21e-02    2.9e-04
1202000      3.39e-01      3.71e-02      1.84e-02    2.9e-04
1203000      1.28e+00      2.03e-02      7.50e-02    2.9e-04
1204000      7.40e-01      2.62e-02      4.26e-02    2.9e-04
1205000      7.67e-01      2.01e-02      4.45e-02    2.9e-04
1206000      1.74e+00      3.72e-02      1.01e-01    2.9e-04
1207000      1.01e+00      4.08e-02      5.82e-02    2.9e-04
1208000      2.48e-01      3.50e-02      1.28e-02    2.9e-04
1209000      1.03e+00      1.32e-01      5.40e-02    2.9e-04
1210000      9.09e-01      2.09e-02      5.28e-02    2.9e-04
1211000      5.66e-01      2.12e-02      3.27e-02    2.9e-04
1212000      7.61e-01      2.42e-02      4.39e-02    2.9e-04
1213000      1.19e+00      1.95e-02      6.94e-02    2.9e-04
1214000      1.90e-01      1.72e-02      9.99e-03    2.9e-04
1215000      2.17e-01      1.36e-02      1.24e-02    2.9e-04
1216000      1.84e-01      1.21e-02      1.05e-02    2.9e-04
1217000      1.39e-01      1.05e-02      7.60e-03    2.9e-04
1218000      8.69e-01      3.52e-02      5.03e-02    2.9e-04
1219000      6.93e-01      1.17e-02      4.04e-02    2.9e-04
1220000      4.95e-01      1.65e-02      2.86e-02    2.9e-04
1221000      7.76e-01      1.29e-02      4.52e-02    2.9e-04
1222000      1.34e+00      6.74e-02      7.59e-02    2.9e-04
1223000      5.51e-01      1.14e-02      3.21e-02    2.9e-04
1224000      1.26e-01      2.80e-03      7.32e-03    2.9e-04
1225000      2.17e+00      1.28e-02      1.27e-01    2.9e-04
1226000      5.92e-01      2.90e-02      3.41e-02    2.9e-04
1227000      1.34e+00      2.48e-02      7.78e-02    2.9e-04
1228000      5.66e-01      1.62e-02      3.28e-02    2.9e-04
1229000      1.17e+00      8.29e-03      6.82e-02    2.9e-04
1230000      1.32e-01      2.57e-02      5.85e-03    2.9e-04
1231000      2.68e-01      2.59e-02      1.39e-02    2.9e-04
1232000      1.15e+00      3.78e-02      6.66e-02    2.9e-04
1233000      1.82e-01      1.49e-02      1.02e-02    2.9e-04
1234000      1.10e+00      2.53e-02      6.41e-02    2.9e-04
1235000      7.34e-02      8.83e-03      3.92e-03    2.9e-04
1236000      8.07e-01      7.89e-03      4.71e-02    2.9e-04
1237000      6.94e-01      1.11e-02      4.05e-02    2.9e-04
1238000      1.52e+00      4.09e-02      8.87e-02    2.9e-04
1239000      7.29e-01      4.11e-02      4.10e-02    2.9e-04
1240000      1.06e-01      7.71e-04      6.18e-03    2.9e-04
1241000      8.81e-01      6.72e-03      5.14e-02    2.9e-04
1242000      6.11e-01      6.82e-03      3.57e-02    2.9e-04
1243000      7.62e-01      1.64e-02      4.43e-02    2.9e-04
1244000      1.04e+00      1.33e-02      6.04e-02    2.9e-04
1245000      6.75e-01      9.73e-03      3.93e-02    2.9e-04
1246000      8.75e-01      1.40e-02      5.10e-02    2.9e-04
1247000      1.46e-01      6.30e-03      8.36e-03    2.9e-04
1248000      1.80e-01      1.49e-02      9.64e-03    2.9e-04
1249000      6.32e-01      1.08e-02      3.68e-02    2.9e-04
1250000      2.99e-01      5.63e-02      7.53e-03    2.8e-04
1251000      5.58e-01      1.07e-02      3.33e-02    2.8e-04
1252000      9.49e-01      2.41e-02      5.67e-02    2.8e-04
1253000      2.79e-01      7.06e-03      1.67e-02    2.8e-04
1254000      4.68e-01      2.54e-02      2.71e-02    2.8e-04
1255000      9.03e-01      3.23e-03      5.41e-02    2.8e-04
1256000      5.72e-01      1.77e-02      3.39e-02    2.8e-04
1257000      1.17e+00      2.74e-02      6.97e-02    2.8e-04
1258000      9.97e-01      9.77e-03      5.97e-02    2.8e-04
1259000      1.98e-01      4.00e-02      2.53e-03    2.8e-04
1260000      1.37e+00      3.74e-04      8.21e-02    2.8e-04
1261000      1.03e+00      1.76e-02      6.15e-02    2.8e-04
1262000      6.97e-01      4.98e-03      4.18e-02    2.8e-04
1263000      2.70e-01      5.58e-02      1.33e-03    2.8e-04
1264000      1.01e+00      6.80e-03      6.03e-02    2.8e-04
1265000      6.41e-01      3.62e-02      3.70e-02    2.8e-04
1266000      9.37e-02      7.58e-03      5.17e-03    2.8e-04
1267000      7.67e-01      8.92e-03      4.60e-02    2.8e-04
1268000      7.07e-01      1.54e-02      4.22e-02    2.8e-04
1269000      4.90e-01      4.66e-03      2.94e-02    2.8e-04
1270000      2.10e-01      2.45e-02      1.15e-02    2.8e-04
1271000      1.59e-01      6.85e-03      9.31e-03    2.8e-04
1272000      7.15e-01      2.64e-02      4.22e-02    2.8e-04
1273000      4.64e-01      4.89e-02      2.60e-02    2.8e-04
1274000      5.00e-01      1.70e-02      2.96e-02    2.8e-04
1275000      1.13e-01      9.06e-03      6.23e-03    2.8e-04
1276000      5.59e-01      1.46e-02      3.32e-02    2.8e-04
1277000      5.76e-01      2.11e-02      3.40e-02    2.8e-04
1278000      5.47e-01      4.88e-03      3.28e-02    2.8e-04
1279000      4.63e-01      1.32e-02      2.76e-02    2.8e-04
1280000      1.23e-01      5.18e-03      7.20e-03    2.8e-04
1281000      4.67e-01      7.51e-03      2.79e-02    2.8e-04
1282000      6.16e-01      5.52e-03      3.69e-02    2.8e-04
1283000      9.11e-01      6.49e-03      5.46e-02    2.8e-04
1284000      7.77e-02      4.44e-03      4.57e-03    2.8e-04
1285000      7.72e-01      1.16e-02      4.62e-02    2.8e-04
1286000      2.44e-01      5.97e-02      8.09e-03    2.8e-04
1287000      9.18e-01      1.26e-02      5.49e-02    2.8e-04
1288000      6.90e-01      3.49e-03      4.13e-02    2.8e-04
1289000      1.69e-01      7.61e-03      1.00e-02    2.8e-04
1290000      1.97e+00      4.37e-03      1.18e-01    2.8e-04
1291000      1.00e+00      3.91e-02      5.91e-02    2.8e-04
1292000      1.17e+00      2.02e-02      7.01e-02    2.8e-04
1293000      4.55e-01      5.36e-03      2.73e-02    2.8e-04
1294000      1.03e-01      2.43e-02      3.65e-03    2.8e-04
1295000      8.39e-01      2.50e-02      4.98e-02    2.8e-04
1296000      1.06e-01      5.47e-03      6.16e-03    2.8e-04
1297000      7.22e-01      1.29e-02      4.32e-02    2.8e-04
1298000      7.79e-01      6.04e-03      4.67e-02    2.8e-04
1299000      9.87e-02      8.34e-05      5.92e-03    2.8e-04
1300000      9.32e-01      1.59e-02      5.71e-02    2.6e-04
1301000      7.66e-01      1.77e-02      4.68e-02    2.6e-04
1302000      4.84e-01      2.49e-02      2.88e-02    2.6e-04
1303000      1.08e-01      1.26e-02      6.10e-03    2.6e-04
1304000      4.18e-01      1.34e-02      2.54e-02    2.6e-04
1305000      4.89e-01      1.97e-02      2.95e-02    2.6e-04
1306000      5.86e-01      3.56e-02      3.52e-02    2.6e-04
1307000      9.59e-02      4.01e-03      5.78e-03    2.6e-04
1308000      7.02e-02      8.09e-03      3.96e-03    2.6e-04
1309000      1.71e-01      2.30e-03      1.05e-02    2.6e-04
1310000      1.14e+00      3.09e-02      6.94e-02    2.6e-04
1311000      1.90e-01      3.05e-02      7.27e-03    2.6e-04
1312000      1.02e-01      1.16e-02      5.25e-03    2.6e-04
1313000      6.46e-01      1.10e-03      3.98e-02    2.6e-04
1314000      1.15e+00      3.47e-02      7.01e-02    2.6e-04
1315000      1.13e+00      4.73e-02      6.81e-02    2.6e-04
1316000      1.05e+00      3.10e-02      6.38e-02    2.6e-04
1317000      3.03e-01      1.32e-02      1.84e-02    2.6e-04
1318000      3.59e-01      1.47e-02      2.16e-02    2.6e-04
1319000      4.56e-01      1.56e-02      2.76e-02    2.6e-04
1320000      9.52e-01      1.42e-02      5.85e-02    2.6e-04
1321000      1.99e-01      3.42e-02      9.83e-03    2.6e-04
1322000      6.00e-01      4.89e-03      3.69e-02    2.6e-04
1323000      5.46e-01      1.77e-02      3.34e-02    2.6e-04
1324000      9.35e-01      6.34e-03      5.75e-02    2.6e-04
1325000      8.03e-01      3.94e-03      4.94e-02    2.6e-04
1326000      8.07e-01      3.21e-03      4.96e-02    2.6e-04
1327000      4.04e-01      1.12e-05      2.49e-02    2.6e-04
1328000      9.51e-01      3.93e-02      5.73e-02    2.6e-04
1329000      4.83e-01      6.25e-03      2.96e-02    2.6e-04
1330000      6.60e-02      9.66e-03      3.51e-03    2.6e-04
1331000      1.22e-01      1.20e-02      6.58e-03    2.6e-04
1332000      5.81e-01      1.36e-02      3.55e-02    2.6e-04
1333000      1.46e-01      1.12e-02      8.33e-03    2.6e-04
1334000      8.04e-01      3.58e-02      4.89e-02    2.6e-04
1335000      1.27e+00      1.24e-02      7.82e-02    2.6e-04
1336000      6.18e-01      9.60e-02      3.21e-02    2.6e-04
1337000      1.44e-01      1.55e-03      8.85e-03    2.6e-04
1338000      9.64e-01      9.68e-03      5.92e-02    2.6e-04
1339000      4.02e-01      1.82e-02      2.45e-02    2.6e-04
1340000      9.40e-01      1.48e-02      5.76e-02    2.6e-04
1341000      5.80e-01      1.48e-02      3.54e-02    2.6e-04
1342000      9.95e-01      6.71e-03      6.11e-02    2.6e-04
1343000      1.27e-01      1.07e-02      7.44e-03    2.6e-04
1344000      6.66e-01      2.22e-02      4.04e-02    2.6e-04
1345000      1.11e+00      8.40e-03      6.85e-02    2.6e-04
1346000      8.11e-01      2.12e-02      4.95e-02    2.6e-04
1347000      1.10e-01      1.47e-02      5.10e-03    2.6e-04
1348000      1.81e+00      7.70e-03      1.11e-01    2.6e-04
1349000      6.73e-01      3.67e-02      3.99e-02    2.6e-04
1350000      1.29e-01      1.71e-02      6.15e-03    2.5e-04
1351000      4.85e-01      5.24e-03      3.06e-02    2.5e-04
1352000      7.00e-01      1.15e-02      4.40e-02    2.5e-04
1353000      1.07e-01      2.06e-02      2.29e-03    2.5e-04
1354000      1.23e-01      1.15e-02      6.93e-03    2.5e-04
1355000      9.16e-01      7.32e-03      5.78e-02    2.5e-04
1356000      6.75e-01      5.03e-03      4.26e-02    2.5e-04
1357000      1.12e+00      9.77e-03      7.08e-02    2.5e-04
1358000      6.79e-01      2.75e-02      4.20e-02    2.5e-04
1359000      7.11e-01      8.91e-03      4.48e-02    2.5e-04
1360000      1.02e-01      3.49e-03      6.33e-03    2.5e-04
1361000      1.63e-01      7.36e-03      1.00e-02    2.5e-04
1362000      7.40e-01      4.88e-02      4.54e-02    2.5e-04
1363000      6.52e-02      1.78e-02      1.31e-03    2.5e-04
1364000      7.58e-01      1.97e-02      4.75e-02    2.5e-04
1365000      9.55e-02      1.08e-03      6.02e-03    2.5e-04
1366000      1.68e+00      1.36e-02      1.06e-01    2.5e-04
1367000      5.27e-01      9.52e-04      3.32e-02    2.5e-04
1368000      6.44e-01      1.33e-03      4.06e-02    2.5e-04
1369000      4.57e-01      2.18e-02      2.80e-02    2.5e-04
1370000      6.53e-01      4.94e-03      4.12e-02    2.5e-04
1371000      6.94e-01      1.59e-02      4.35e-02    2.5e-04
1372000      6.53e-01      1.17e-02      4.10e-02    2.5e-04
1373000      5.10e-01      8.01e-03      3.21e-02    2.5e-04
1374000      6.57e-01      8.24e-03      4.14e-02    2.5e-04
1375000      1.49e-01      2.32e-02      6.10e-03    2.5e-04
1376000      9.32e-02      1.48e-02      4.90e-03    2.5e-04
1377000      8.30e-01      1.52e-02      5.21e-02    2.5e-04
1378000      9.04e-01      2.67e-02      5.65e-02    2.5e-04
1379000      7.02e-01      3.47e-02      4.37e-02    2.5e-04
1380000      7.76e-01      8.84e-04      4.90e-02    2.5e-04
1381000      7.12e-01      1.41e-02      4.47e-02    2.5e-04
1382000      6.35e-01      4.45e-02      3.76e-02    2.5e-04
1383000      6.87e-01      1.31e-03      4.34e-02    2.5e-04
1384000      4.04e-01      8.39e-03      2.53e-02    2.5e-04
1385000      9.47e-01      1.53e-02      5.95e-02    2.5e-04
1386000      1.58e+00      4.24e-03      9.99e-02    2.5e-04
1387000      7.77e-01      3.05e-02      4.81e-02    2.5e-04
1388000      7.16e-01      9.26e-03      4.51e-02    2.5e-04
1389000      7.82e-01      7.03e-03      4.93e-02    2.5e-04
1390000      7.86e-02      2.88e-03      4.92e-03    2.5e-04
1391000      9.41e-01      2.03e-02      5.90e-02    2.5e-04
1392000      4.78e-01      3.35e-03      3.02e-02    2.5e-04
1393000      1.58e+00      8.24e-03      9.97e-02    2.5e-04
1394000      7.16e-01      3.25e-03      4.52e-02    2.5e-04
1395000      2.86e-01      6.38e-03      1.80e-02    2.5e-04
1396000      1.23e+00      4.63e-03      7.73e-02    2.5e-04
1397000      7.95e-02      2.30e-03      4.96e-03    2.5e-04
1398000      1.96e-01      9.78e-03      1.22e-02    2.5e-04
1399000      4.35e-01      8.47e-03      2.73e-02    2.5e-04
1400000      7.34e-01      3.70e-03      4.75e-02    2.4e-04
1401000      6.77e-01      1.06e-02      4.38e-02    2.4e-04
1402000      1.10e+00      8.08e-03      7.12e-02    2.4e-04
1403000      6.76e-01      1.87e-02      4.34e-02    2.4e-04
1404000      6.41e-01      1.52e-02      4.14e-02    2.4e-04
1405000      2.56e-01      6.38e-02      8.15e-03    2.4e-04
1406000      4.76e-01      1.45e-03      3.08e-02    2.4e-04
1407000      5.92e-01      1.28e-02      3.81e-02    2.4e-04
1408000      8.38e-01      1.22e-02      5.41e-02    2.4e-04
1409000      2.02e+00      1.69e-02      1.31e-01    2.4e-04
1410000      1.60e+00      1.12e-04      1.04e-01    2.4e-04
1411000      3.03e-01      1.76e-02      1.92e-02    2.4e-04
1412000      9.01e-01      6.29e-03      5.83e-02    2.4e-04
1413000      4.19e-01      9.39e-03      2.70e-02    2.4e-04
1414000      5.55e-01      6.25e-03      3.59e-02    2.4e-04
1415000      1.08e+00      1.97e-02      6.95e-02    2.4e-04
1416000      5.44e-01      8.39e-03      3.52e-02    2.4e-04
1417000      7.47e-01      9.96e-03      4.82e-02    2.4e-04
1418000      1.03e+00      6.01e-03      6.69e-02    2.4e-04
1419000      7.09e-01      9.99e-03      4.58e-02    2.4e-04
1420000      1.14e+00      7.72e-03      7.37e-02    2.4e-04
1421000      6.05e-02      7.19e-03      3.17e-03    2.4e-04
1422000      2.20e-01      5.65e-02      6.25e-03    2.4e-04
1423000      1.65e-01      3.20e-02      7.89e-03    2.4e-04
1424000      2.95e+00      2.76e-02      1.91e-01    2.4e-04
1425000      8.68e-02      6.53e-03      5.21e-03    2.4e-04
1426000      7.49e-01      5.42e-03      4.85e-02    2.4e-04
1427000      8.12e-01      1.03e-02      5.25e-02    2.4e-04
1428000      5.89e-02      1.03e-02      3.01e-03    2.4e-04
1429000      9.54e-01      4.15e-02      6.10e-02    2.4e-04
1430000      8.85e-01      1.29e-02      5.72e-02    2.4e-04
1431000      1.11e+00      6.25e-03      7.21e-02    2.4e-04
1432000      7.26e-01      9.00e-03      4.69e-02    2.4e-04
1433000      2.62e-01      3.71e-03      1.69e-02    2.4e-04
1434000      6.42e-02      3.76e-03      3.98e-03    2.4e-04
1435000      1.12e-01      1.60e-02      5.07e-03    2.4e-04
1436000      1.18e-01      1.46e-02      6.08e-03    2.4e-04
1437000      9.91e-01      3.50e-02      6.36e-02    2.4e-04
1438000      8.42e-01      4.29e-03      5.45e-02    2.4e-04
1439000      6.23e-01      1.87e-02      4.01e-02    2.4e-04
1440000      6.49e-01      1.41e-02      4.18e-02    2.4e-04
1441000      7.92e-01      1.30e-03      5.12e-02    2.4e-04
1442000      7.08e-01      2.55e-02      4.51e-02    2.4e-04
1443000      1.46e-01      2.03e-03      9.46e-03    2.4e-04
1444000      6.15e-02      1.44e-03      3.95e-03    2.4e-04
1445000      8.84e-02      1.20e-03      5.71e-03    2.4e-04
1446000      1.48e+00      3.30e-03      9.56e-02    2.4e-04
1447000      9.36e-02      1.81e-02      1.71e-03    2.4e-04
1448000      7.12e-01      5.98e-03      4.61e-02    2.4e-04
1449000      8.58e-01      5.90e-03      5.55e-02    2.4e-04
1450000      1.13e+00      1.05e-02      7.51e-02    2.3e-04
1451000      6.64e-01      2.38e-02      4.34e-02    2.3e-04
1452000      7.91e-01      1.04e-02      5.24e-02    2.3e-04
1453000      7.92e-01      3.69e-03      5.26e-02    2.3e-04
1454000      1.29e+00      9.86e-03      8.55e-02    2.3e-04
1455000      1.04e+00      1.58e-02      6.88e-02    2.3e-04
1456000      8.74e-01      7.96e-03      5.80e-02    2.3e-04
1457000      9.38e-01      1.42e-02      6.21e-02    2.3e-04
1458000      6.49e-01      2.86e-03      4.31e-02    2.3e-04
1459000      6.26e-01      7.39e-03      4.15e-02    2.3e-04
1460000      3.47e-01      2.96e-03      2.30e-02    2.3e-04
1461000      6.30e-01      1.53e-02      4.16e-02    2.3e-04
1462000      6.14e-01      1.75e-02      4.04e-02    2.3e-04
1463000      7.65e-01      5.24e-03      5.08e-02    2.3e-04
1464000      6.18e-01      9.56e-04      4.10e-02    2.3e-04
1465000      2.68e-01      4.15e-02      1.49e-02    2.3e-04
1466000      1.34e+00      1.41e-02      8.87e-02    2.3e-04
1467000      5.58e-01      2.88e-02      3.58e-02    2.3e-04
1468000      7.07e-01      1.92e-02      4.65e-02    2.3e-04
1469000      4.93e-01      8.85e-03      3.26e-02    2.3e-04
1470000      6.12e-01      1.07e-02      4.05e-02    2.3e-04
1471000      1.19e+00      1.96e-02      7.87e-02    2.3e-04
1472000      8.87e-01      1.30e-02      5.89e-02    2.3e-04
1473000      1.79e-01      2.22e-03      1.19e-02    2.3e-04
1474000      5.67e-01      5.48e-03      3.77e-02    2.3e-04
1475000      7.20e-01      8.61e-04      4.78e-02    2.3e-04
1476000      1.22e+00      3.36e-02      8.09e-02    2.3e-04
1477000      6.64e-01      1.91e-02      4.36e-02    2.3e-04
1478000      4.72e-01      1.57e-02      3.11e-02    2.3e-04
1479000      4.98e-01      2.12e-02      3.23e-02    2.3e-04
1480000      9.96e-01      3.78e-02      6.50e-02    2.3e-04
1481000      1.21e-01      7.36e-03      7.64e-03    2.3e-04
1482000      6.33e-01      9.85e-03      4.19e-02    2.3e-04
1483000      6.99e-01      1.04e-02      4.63e-02    2.3e-04
1484000      6.83e-01      3.85e-02      4.35e-02    2.3e-04
1485000      4.04e-01      3.66e-02      2.39e-02    2.3e-04
1486000      6.13e-01      1.56e-02      4.04e-02    2.3e-04
1487000      5.08e-01      2.25e-02      3.29e-02    2.3e-04
1488000      7.66e-01      1.08e-02      5.08e-02    2.3e-04
1489000      1.61e-01      2.04e-02      8.25e-03    2.3e-04
1490000      1.43e+00      1.85e-02      9.48e-02    2.3e-04
1491000      4.97e-01      2.50e-02      3.20e-02    2.3e-04
1492000      5.35e-01      7.74e-03      3.55e-02    2.3e-04
1493000      7.86e-02      4.36e-03      5.12e-03    2.3e-04
1494000      5.70e-01      2.20e-02      3.71e-02    2.3e-04
1495000      6.47e-01      1.05e-02      4.28e-02    2.3e-04
1496000      5.14e-01      1.30e-02      3.40e-02    2.3e-04
